,Name,symbol,Emissions (tCO2e),PARENT CO. PERCENT OWNERSHIP
KINDER MORGAN INC,TGP Station 264 Charlton,KMI,27171.4,100.0
KINDER MORGAN INC,"SNG Station 4132 Louisville, MS",KMI,23474.334,50.0
KINDER MORGAN INC,"SNG Station 5245 Selma, AL",KMI,19396.084,50.0
KINDER MORGAN INC,"EPNG Station 6719 Dutch Flat, AZ",KMI,8219.026,100.0
KINDER MORGAN INC,"KH East Holly Gas Treating Facility Gloster,LA",KMI,19403.816,100.0
KINDER MORGAN INC,"KH North Elm Grove Gas Treating Facility Haughton, LA",KMI,35659.812,100.0
KINDER MORGAN INC,"KH Plantation Central Gas Treating Facility Coushatta, LA",KMI,57890.786,100.0
KINDER MORGAN INC,"KH Plantation South Gas Treating Facility Coushatta, LA",KMI,61280.996,100.0
KINDER MORGAN INC,"KH Plantation West Gas Treating Facility Coushatta, LA",KMI,45146.854,100.0
KINDER MORGAN INC,"SNG Station 5288 Wrens, GA",KMI,18009.402,50.0
KINDER MORGAN INC,"EPNG Station 6525 Florida, NM",KMI,72713.81,100.0
KINDER MORGAN INC,HAWKVILLE GAS TREATING FACILITY,KMI,84978.742,25.0
KINDER MORGAN INC,EPNG Station 6543 Lordsburg,KMI,112278.654,100.0
KINDER MORGAN INC,TGP Station 315 Wellsboro,KMI,83430.994,100.0
KINDER MORGAN INC,"CIG Station 5320 Fort Lupton, CO",KMI,27789.152,100.0
KINDER MORGAN INC,"SNG Station 5259 Auburn, AL",KMI,31725.04,50.0
KINDER MORGAN INC,"TGP Station 87 Portland, TN",KMI,81705.88,100.0
KINDER MORGAN INC,"TGP Station 106 Clay City, KY",KMI,157313.558,100.0
KINDER MORGAN INC,TGP Station 261 Agawam,KMI,18810.288,100.0
KINDER MORGAN INC,TGP Station 266A Mendon,KMI,8916.322,100.0
KINDER MORGAN INC,TGP Station 204 Albany,KMI,65060.67,100.0
KINDER MORGAN INC,Hiland Partners Norse Gas Plant,KMI,26528.06,100.0
KINDER MORGAN INC,Hiland Partners Watford City Gas Plant,KMI,89101.882,100.0
KINDER MORGAN INC,"CIG Station 5680 Wamsutter, WY",KMI,19530.578,100.0
KINDER MORGAN INC,"EPNG Station 6330 Guadalupe, TX",KMI,42752.594,100.0
KINDER MORGAN INC,"EPNG Station 6595 Washington Ranch, NM",KMI,23546.698,100.0
KINDER MORGAN INC,"NGPL Station 204 Columbus Junction, IA",KMI,41593.652,100.0
KINDER MORGAN INC,"TGP Station 230, Lockport Compressor Station",KMI,74542.574,100.0
KINDER MORGAN INC,"EPNG Station 6702 Cimarron, AZ",KMI,42563.142,100.0
KINDER MORGAN INC,"EPNG Station 6701 Tom Mix, AZ",KMI,40918.052,100.0
KINDER MORGAN INC,"EPNG Station 6795 Willcox, AZ",KMI,37937.714,100.0
KINDER MORGAN INC,"NGPL Station 184, Sayre OK",KMI,27300.834,100.0
KINDER MORGAN INC,"EEC Station 5412 Hartwell, GA",KMI,98047.486,100.0
KINDER MORGAN INC,Hiland Partners Bakken Gathering Plant,KMI,18262.884,100.0
KINDER MORGAN INC,"KMTP Station 551 Freer and Freer Liquids, TX",KMI,6190.782,100.0
KINDER MORGAN INC,"EPNG Station 6503 Afton, NM",KMI,31843.292,100.0
KINDER MORGAN INC,"EPNG Station 6715 Dilkon, AZ",KMI,26911.364,100.0
KINDER MORGAN INC,"TGP Station 542, Dekalb, MS",KMI,57453.648,100.0
KINDER MORGAN INC,Hawkville North East Central Delivery Point,KMI,70414.038,25.0
KINDER MORGAN INC,"TGP Station 303, Seneca, PA",KMI,52708.254,100.0
KINDER MORGAN INC,GP Condensate Splitter,KMI,172768.456,100.0
KINDER MORGAN INC,Bostco Terminal,KMI,39963.4,55.0
KINDER MORGAN INC,"NGPL Station 156, Mountain View, OK",KMI,30296.572,100.0
KINDER MORGAN INC,"KMTP Bob West Compressor Station Falcon Heights, TX",KMI,17685.79,100.0
KINDER MORGAN INC,"KMTP Bob West Dew Point Plant Falcon Heights, TX",KMI,25865.258,100.0
KINDER MORGAN INC,"Kinder Morgan Treating, L.P., Huntsville Gas Plant, Huntsville, TX",KMI,1423.098,100.0
KINDER MORGAN INC,"EPNG Station 6399 Black River, TX",KMI,21616.67,100.0
KINDER MORGAN INC,"TGP Station 310 Smethport, PA",KMI,42907.992,100.0
KINDER MORGAN INC,"NGPL Station 196 Unadilla, NE",KMI,4982.046,100.0
KINDER MORGAN INC,Hiland Partners Holdings LLC 395 Williston Basin,KMI,351415.746,100.0
KINDER MORGAN INC,KinderHawk Field Services LLC 230 Arkla Basin,KMI,164845.42,100.0
KINDER MORGAN INC,Kinder Morgan Altamont LLC 575 Uinta Basin,KMI,291791.562,100.0
KINDER MORGAN INC,"Transmission Pipeline Facility, Southern Natural Gas Company, L.L.C.",KMI,87140.8555994,50.0
KINDER MORGAN INC,"Transmission Pipeline Facility, Natural Gas Pipeline Company of America LLC",KMI,642607.4447824,100.0
KINDER MORGAN INC,"TGP Station 871 Campbellsville, KY",KMI,23455.792,100.0
KINDER MORGAN INC,"Transmission Pipeline Facility, Tennessee Gas Pipeline Company, L.L.C.",KMI,90389.56050369999,100.0
KINDER MORGAN INC,"Transmission Pipeline Facility, Kinder Morgan Tejas Pipeline LLC",KMI,163414.5219235,100.0
KINDER MORGAN INC,"Transmission Pipeline Facility, Elba Express Company, L.L.C.",KMI,13.6235117,100.0
KINDER MORGAN INC,"Scissortail Energy Cable Compressor Station McAlester, OK",KMI,57097.58,100.0
KINDER MORGAN INC,"TGP Station 555 Collinwood, Cypress Inn, TN",KMI,61289.938,100.0
KINDER MORGAN INC,"Transmission Pipeline Facility, El Paso Natural Gas Company, L.L.C.",KMI,221284.1639191,100.0
KINDER MORGAN INC,"Transmission Pipeline Facility, Colorado Interstate Gas Company, L.L.C.",KMI,44263.2279462,100.0
KINDER MORGAN INC,"Transmission Pipeline Facility, Kinder Morgan Texas Pipeline LLC",KMI,77687.3574805,100.0
KINDER MORGAN INC,"Hiland Partners Roosevelt Gas Plant Watford City, ND",KMI,28469.058,100.0
KINDER MORGAN INC,BPX Energy 220 Gulf Coast Basin GB,KMI,195950.924,25.0
KINDER MORGAN INC,TGP Station 9 VIctoria TX,KMI,13418.004,100.0
KINDER MORGAN INC,Kinder Morgan Production 430 Permian Basin GB,KMI,64313.706,100.0
KINDER MORGAN INC,"Kinder Morgan, Inc. 350 South Oklahoma Folded Belt",KMI,55984.798,100.0
KINDER MORGAN INC,"Kinder Morgan, Inc. 360 Anadarko Basin",KMI,12257.434,100.0
KINDER MORGAN INC,"Kinder Morgan, Inc. 345 Arkoma Basin",KMI,173450.334,100.0
KINDER MORGAN INC,"Kinder Morgan Energy Partners, L.P. 220 Gulf Coast Basin (LA, TX)",KMI,144137.958,100.0
KINDER MORGAN INC,"Kinder Morgan, Inc. 420 Fort Worth Syncline",KMI,26736.798,100.0
KINDER MORGAN INC,"Kinder Morgan, Inc. 355 Chautauqua Platform",KMI,223308.544,100.0
KINDER MORGAN INC,Red Cedar Gathering San Juan Basin Gathering & Boosting,KMI,504124.452,49.0
KINDER MORGAN INC,"TGP Station 317 Troy, PA",KMI,59461.478,100.0
KINDER MORGAN INC,"TGP Station 550 Hamilton, AL",KMI,70721.92,100.0
KINDER MORGAN INC,"NGPL Station 303 Lufkin, TX",KMI,98432.234,100.0
KINDER MORGAN INC,"EPNG Station San Simon, AZ",KMI,31695.736,100.0
KINDER MORGAN INC,"NGPL Station 312 Cropsey, IL",KMI,12123.36,100.0
KINDER MORGAN INC,"TGP Station 114 Catlettsburg, KY",KMI,63562.514,100.0
KINDER MORGAN INC,"TGP Station 32 Jasper, TX",KMI,26716.562,100.0
KINDER MORGAN INC,"EPNG Station 6552 Lincoln, NM",KMI,15577.942,100.0
KINDER MORGAN INC,"EPNG Station 6527 Bluewater, NM",KMI,27255.652,100.0
KINDER MORGAN INC,"NGPL Station 301 Wharton, TX",KMI,31547.534,100.0
KINDER MORGAN INC,"GCX Rankin Compressor Station, TX",KMI,79180.854,34.0
KINDER MORGAN INC,"GCX Waha Compressor Station, TX",KMI,41867.854,34.0
KINDER MORGAN INC,"TGP Station 563 Joelton, TN",KMI,57781.934,100.0
KINDER MORGAN INC,"TGP Station 827 Alexandria, LA",KMI,31224.836,100.0
KINDER MORGAN INC,"EPNG Station 6570 Roswell, NM",KMI,26259.018,100.0
KINDER MORGAN INC,"KMLP Station 760 Eunice, LA",KMI,92954.756,100.0
KINDER MORGAN INC,"TGP Station 875 Richmond, KY",KMI,44834.532,100.0
KINDER MORGAN INC,"NGPL Station 394 Atlanta, TX",KMI,26775.602,100.0
KINDER MORGAN INC,"GCX Big Wells Compressor Station, TX",KMI,162450.942,34.0
KINDER MORGAN INC,"TGP Station 11A Edna, TX",KMI,58492.748,100.0
KINDER MORGAN INC,"TGP Station 3A San Patricio, TX",KMI,32171.832,100.0
KINDER MORGAN INC,"KM Tejas Premont Compressor Station, TX",KMI,33077.682,100.0
KINDER MORGAN INC,"GCX Devil’s River Compressor Station, TX",KMI,162384.796,34.0
KINDER MORGAN INC,"TGP Station 119A Rocky Fork, WV",KMI,61447.97,100.0
KINDER MORGAN INC,EPNG Belen Compressor Station,KMI,35771.176,100.0
KINDER MORGAN INC,EPNG Caprock Compressor Station,KMI,28863.25,100.0
KINDER MORGAN INC,SGP Sierrita Compressor Station,KMI,35064.868,35.0
LAMB WESTON HOLDINGS INC,LAMB WESTON INCORPORATED,LW,76116.076,100.0
LAMB WESTON HOLDINGS INC,LAMB WESTON,LW,28419.492,100.0
LAMB WESTON HOLDINGS INC,LAMB WESTON INC. Hermiston,LW,40661.554,100.0
LAMB WESTON HOLDINGS INC,LAMB WESTON INC. PASCO,LW,38996.204,100.0
LAMB WESTON HOLDINGS INC,Lamb Weston Twin Falls,LW,70801.868,100.0
LAMB WESTON HOLDINGS INC,LAMB WESTON INCORPORATED,LW,37611.408,100.0
LAMB WESTON HOLDINGS INC,"Lamb Weston, Inc",LW,32496.028,100.0
LAREDO PETROLEUM INC,Laredo Petroleum Basin 430,LPI,402542.942,100.0
LAREDO PETROLEUM INC,Laredo Basin 430 B&G,LPI,203178.934,100.0
LOCKHEED MARTIN CORP,LOCKHEED MARTIN MISSILES & SPACE,LMT,22117.716,100.0
LOCKHEED MARTIN CORP,SIKORSKY AIRCRAFT HEADQUARTERS,LMT,51825.904,100.0
LOCKHEED MARTIN CORP,U.S. AIR FORCE PLANT 6 LOCKHEED MARTIN AERONAUTICS CO,LMT,40131.798,100.0
LOEWS CORP,Texas Gas Transmission - Bald Knob Station,L,2617.792,100.0
LOEWS CORP,Texas Gas Transmission - Bastrop Station,L,56117.214,100.0
LOEWS CORP,TEXAS GAS TRANSMISSION - GREENVILLE STATION,L,84059.946,100.0
LOEWS CORP,Texas Gas Transmission - Jeffersontown Station,L,18408.894,100.0
LOEWS CORP,Texas Gas Transmission - Youngsville Station,L,50981.424,100.0
LOEWS CORP,Texas Gas Transmission - Kenton Station,L,25746.184,100.0
LOEWS CORP,Texas Gas Transmission - Lake Cormorant Station,L,59758.298,100.0
LOEWS CORP,Texas Gas Transmission - Sharon Station,L,30302.434,100.0
LOEWS CORP,Texas Gas Transmission - Slaughters Station,L,40228.546,100.0
LOEWS CORP,Gulf South Pipeline - Sterlington Station,L,20264.144,100.0
LOEWS CORP,Gulf South Pipeline - Vixen Station,L,109214.964,100.0
LOEWS CORP,Petal Gas Storage Compressor Station,L,133941.212,100.0
LOEWS CORP,Gulf South Pipeline - Harrisville Station,L,154626.606,100.0
LOEWS CORP,Gulf South Pipeline - Tallulah Station,L,177506.574,100.0
LOEWS CORP,Gulf South Pipeline - Mira Station,L,56137.034,100.0
LOEWS CORP,Gulf South Pipeline - Paris Station,L,63712.34,100.0
LOEWS CORP,Gulf South Pipeline - Carthage Jct Station,L,125664.25,100.0
LOEWS CORP,Gulf South Pipeline - Hall Summit Station,L,154567.564,100.0
LOEWS CORP,EnverVest Operating L.L.C.- 430 HighMount Permian,L,221920.3,100.0
LOEWS CORP,Texas Gas Transmission - Hardinsburg Station,L,39783.334,100.0
LOEWS CORP,Texas Gas Transmission - Midland Storage Field,L,19305.316,100.0
LOEWS CORP,Texas Gas Transmission - Haughton Station,L,30290.414,100.0
LOEWS CORP,Texas Gas Transmission - Pineville Station,L,39247.182,100.0
LOEWS CORP,Gulf South Pipeline - Bistineau Station,L,61962.65,100.0
LOEWS CORP,Gulf South Pipeline - Clarence Station,L,85458.266,100.0
LOEWS CORP,Texas Gas Transmission - Covington Station,L,18544.848,100.0
LOEWS CORP,Texas Gas Transmission - Calvert City Station,L,24764.344,100.0
LOEWS CORP,Gulf South Pipeline - Marksville Station,L,46191.422,100.0
LOEWS CORP,Gulf South Pipeline - Montpelier Station,L,27980.65,100.0
LOEWS CORP,Gulf South Pipeline - Olla Station,L,35381.944,100.0
LOEWS CORP,Gulf South Pipeline - McComb Station,L,40057.332,100.0
LOEWS CORP,Texas Gas Transmission - Columbia Station,L,70728.556,100.0
LOEWS CORP,Texas Gas Transmission - Eunice Station,L,44366.016,100.0
LOEWS CORP,Gulf South Pipeline - Rodrigue Station,L,26007.076,100.0
LOEWS CORP,Gulf South Pipeline - Kiln Station,L,21854.588,100.0
LOEWS CORP,Gulf South Pipeline Blowdowns,L,32628.6,100.0
LOEWS CORP,Texas Gas Pipeline Blowdowns,L,16789.09,100.0
LOEWS CORP,Texas Gas Transmission - Harrison Station,L,42357.044,100.0
LOEWS CORP,Texas Gas Transmission - Clarksdale Station,L,26758.598,100.0
LOEWS CORP,Texas Gas Transmission - Dillsboro Station,L,19451.326,100.0
LOEWS CORP,Gulf South Pipeline - Goodrich Station,L,27525.12,100.0
LOEWS CORP,Gulf South Pipeline - Wilson Station,L,141026.552,100.0
LOEWS CORP,Gulf South Pipeline - Magasco Station,L,47729.786,100.0
LOUISIANA-PACIFIC CORP,Louisiana Pacific Corporation,LPX,22900.434,100.0
MAGNOLIA OIL & GAS CORP,Magnolia O&G Corp 220 Gulf Coast Basin,MGY,314318.892,100.0
MARATHON OIL CORP,EAST VACUUM LIQUID RECOVERY PLANT/CO2 PLANT,MRO,18006.332,5.0
MARATHON OIL CORP,Neptune Gas Plant,MRO,130726.07,34.0
MARATHON OIL CORP,"Marathon Oil Corporation Williston Basin, AAPG Basin 395",MRO,1649011.046,100.0
MARATHON OIL CORP,Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),MRO,467655.726,100.0
MARATHON OIL CORP,Marathon Oil So. Oklahoma Folded Belt (AAPG 350),MRO,90966.43,100.0
MARATHON OIL CORP,Marathon Oil Anadarko Basin (AAPG 360),MRO,219358.752,100.0
MARATHON OIL CORP,Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220) - GB,MRO,945962.584,100.0
MARATHON OIL CORP,Marathon Oil Permian (AAPG Basin Number 430),MRO,332671.038,100.0
MARATHON PETROLEUM CORP,THE ANDERSONS MARATHON HOLDINGS LLC,MPC,164947.828,25.0
MARATHON PETROLEUM CORP,THE ANDERSONS MARATHON HOLDINGS LLC,MPC,164947.828,25.0
MARATHON PETROLEUM CORP,Robinson Refinery,MPC,1628207.494,100.0
MARATHON PETROLEUM CORP,"St. Paul Park Refining Company, LLC",MPC,869841.098,100.0
MARATHON PETROLEUM CORP,Garyville Refinery,MPC,3798199.3,100.0
MARATHON PETROLEUM CORP,GALLUP REFINERY,MPC,90380.026,100.0
MARATHON PETROLEUM CORP,Marathon El Paso Refinery,MPC,834360.262,100.0
MARATHON PETROLEUM CORP,TESORO CORPORATION-ANACORTES REFINERY,MPC,1208552.04,100.0
MARATHON PETROLEUM CORP,Blacks Fork Gas Plant,MPC,115079.174,100.0
MARATHON PETROLEUM CORP,Canton Refinery,MPC,518532.91,100.0
MARATHON PETROLEUM CORP,Galveston Bay Refinery,MPC,6558089.82,100.0
MARATHON PETROLEUM CORP,Marathon Mandan Refinery,MPC,680577.758,100.0
MARATHON PETROLEUM CORP,THE ANDERSONS MARATHON HOLDINGS LLC,MPC,170645.208,50.0
MARATHON PETROLEUM CORP,"Tesoro Refining and Marketing Company, Salt Lake City Refinery",MPC,535893.644,100.0
MARATHON PETROLEUM CORP,DETROIT REFINERY,MPC,788878.474,100.0
MARATHON PETROLEUM CORP,Los Angeles Refinery (LAR),MPC,5647209.09,100.0
MARATHON PETROLEUM CORP,TESORO REFINING AND MARKETING COMPANY GOLDEN EAGLE REFINERY,MPC,776026.14,100.0
MARATHON PETROLEUM CORP,THE ANDERSONS MARATHON HOLDINGS LLC,MPC,71973.328,50.0
MARATHON PETROLEUM CORP,TESORO ALASKA PETROLEUM CO,MPC,475952.978,100.0
MARATHON PETROLEUM CORP,"Catlettsburg Refining, LLC",MPC,2017824.3,100.0
MARATHON PETROLEUM CORP,THE ANDERSONS MARATHON HOLDINGS LLC,MPC,192034.776,50.0
MARATHON PETROLEUM CORP,Belfield Gas Plant,MPC,31399.734,100.0
MARATHON PETROLEUM CORP,Robinson Lake Gas Plant,MPC,40228.284,100.0
MARATHON PETROLEUM CORP,Stanley Booster Station,MPC,23955.062,100.0
MARATHON PETROLEUM CORP,Vermillion Gas Plant,MPC,29746.048,100.0
MARATHON PETROLEUM CORP,Ironhorse Complex Gas Plant,MPC,73365.776,100.0
MARATHON PETROLEUM CORP,Marathon Petroleum Corporation,MPC,42129.262,100.0
MARATHON PETROLEUM CORP,ALLP Uinta Basin,MPC,118770.0,100.0
MARATHON PETROLEUM CORP,ALLP Greenriver Basin,MPC,140333.81,100.0
MARTIN MIDSTREAM PARTNERS LP,MARTIN OPERATING PTNR LP,MMLP,51635.832,100.0
MASONITE INTERNATIONAL CORP,Masonite Corporation,DOOR,25320.034,100.0
MATADOR RESOURCES CO,MATADOR PRODUCTION COMPANY,MTDR,75955.13,100.0
MATADOR RESOURCES CO,Matador Production Company - Permian Basin,MTDR,724726.618,100.0
MATERION CORP,"Materion Brush, Inc.",MTRN,22467.216,100.0
MDU RESOURCES GROUP INC,Big Stone,MDU,1898795.174,22.7
MDU RESOURCES GROUP INC,Intermountain Gas Company,MDU,32433.0,100.0
MDU RESOURCES GROUP INC,Cascade Natural Gas Coporation - Washington,MDU,23564.148,100.0
MDU RESOURCES GROUP INC,Coyote,MDU,2660682.146,25.0
MDU RESOURCES GROUP INC,Lewis & Clark,MDU,317240.842,100.0
MDU RESOURCES GROUP INC,R M Heskett,MDU,630019.06,100.0
MDU RESOURCES GROUP INC,Cabin Creek Compressor Station,MDU,22470.978,100.0
MDU RESOURCES GROUP INC,Charbonneau Compressor Station,MDU,37296.06,100.0
MDU RESOURCES GROUP INC,WBI Energy Transmission Pipeline Facility,MDU,11248.65,100.0
MDU RESOURCES GROUP INC,Montana-Dakota Utilities Co. - Electric Power System,MDU,148.2,100.0
MERCK & CO INC,Merck & Company - West Point,MRK,241167.99,100.0
MERCK & CO INC,MERCK SHARP & DOHME CORP. - RAHWAY,MRK,85943.326,100.0
MERCK & CO INC,MERCK SHARP & DOHME CORP - Stonewall Plant,MRK,38555.004,100.0
METRO,ST JOHN LANDFILL,MCB,1523.75,100.0
MGM RESORTS INTERNATIONAL,MGM RESORTS INTERNATIONAL,MGM,100925.82,100.0
MICRON TECHNOLOGY INC,"MICRON TECHNOLOGY, INC.",MU,61635.841,100.0
MICRON TECHNOLOGY INC,"Micron Technology Utah, LLC",MU,240927.131849,100.0
MICRON TECHNOLOGY INC,"Micron Technology, Inc.",MU,274184.2656992,100.0
MOLSON COORS BEVERAGE CO,Fort Worth Brewery,TAP,19834.328,100.0
MOLSON COORS BEVERAGE CO,MOLSON COORS BEVERAGE COMPANY USA LLC,TAP,29837.588,100.0
MOLSON COORS BEVERAGE CO,MOLSON COORS USA LLC - TRENTON BREWERY,TAP,31426.732,100.0
MOLSON COORS BEVERAGE CO,ROCKY MOUNTAIN BOTTLE COMPANY,TAP,76033.108,50.0
MOLSON COORS BEVERAGE CO,Molson Coors USA LLC - Golden Brewery,TAP,248540.464,100.0
MOLSON COORS BEVERAGE CO,Molson Coors-MILWAUKEE BREWERY,TAP,33405.624,100.0
MPLX LP,Carthage,MPLX,77802.264,100.0
MPLX LP,Javelina,MPLX,52979.442,100.0
MPLX LP,Arkoma,MPLX,32516.33,100.0
MPLX LP,Siloam Fractionation,MPLX,26804.308,100.0
MPLX LP,Houston Gas Plant,MPLX,170629.966,100.0
MPLX LP,TARGA COALGATE STONEWALL GAS PROCESSING PLANT,MPLX,78197.48367660207,40.0
MPLX LP,Arapaho,MPLX,23032.724,100.0
MPLX LP,Sprague,MPLX,76483.936,100.0
MPLX LP,Sarsen Gas Processing Plant,MPLX,29673.188,100.0
MPLX LP,Majorsville Gas Plant,MPLX,144460.724,100.0
MPLX LP,Mobley  Gas Plant,MPLX,70159.16,100.0
MPLX LP,Sherwood Gas Plant,MPLX,223875.778,100.0
MPLX LP,Catcher Ranch Gas Plant,MPLX,35068.14,100.0
MPLX LP,Bluestone Gas Processing Plant,MPLX,139410.034,100.0
MPLX LP,Cadiz Gas Processing Plant,MPLX,74230.644,100.0
MPLX LP,Carthage East Gas Plant,MPLX,32941.278,100.0
MPLX LP,Hopedale Fractionation Facility,MPLX,402203.99,100.0
MPLX LP,Seneca Gas Processing Plant,MPLX,42839.852,100.0
MPLX LP,Buffalo Creek Processing Plant,MPLX,82115.948,100.0
MPLX LP,Utica Condensate Stabilization Facility,MPLX,5506.86,100.0
MPLX LP,Hidalgo Cryogenic Gas Plant,MPLX,76526.73,100.0
MPLX LP,"MarkWest Oklahoma Gas Company, L.L.C. - 355 Chautauqua Platform - G&B",MPLX,168977.73,100.0
MPLX LP,"The Ohio Gathering Company, L.L.C. - 160A Appalachian Basin (Eastern Overthrust Area) - G&B",MPLX,285314.48,100.0
MPLX LP,"MarkWest Liberty Bluestone, L.L.C. - 160A Appalachian Basin (Eastern Overthrust Area) - G&B",MPLX,97158.382,100.0
MPLX LP,"MarkWest Energy East Texas Gas Company, L.L.C. - 260 East Texas Basin - G&B",MPLX,250666.928,100.0
MPLX LP,"MarkWest Oklahoma Gas Company, L.L.C. - 360 Anadarko Basin - G&B",MPLX,728837.812,100.0
MPLX LP,"MarkWest Energy South Texas Gas Company, L.L.C. - 220 Gulf Coast Basin (LA, TX) - G&B",MPLX,36340.778,100.0
MPLX LP,"MarkWest Oklahoma Gas Company, L.L.C. - 345 Arkoma Basin - GB",MPLX,270924.826,100.0
MPLX LP,"MarkWest Liberty Midstream & Resources, L.L.C. - 160A Appalachian Basin (Eastern Overthrust Area) - G&B",MPLX,588415.118,100.0
MPLX LP,TARGA HICKORY HILLS GAS PROCESSING PLANT,MPLX,54647.79078191439,40.0
MPLX LP,Harmon Creek Gas Plant,MPLX,30821.69,100.0
MPLX LP,Tornado Gas Plant,MPLX,66879.806,100.0
MURPHY OIL CORP,Medusa,MUR,49841.87,80.0
MURPHY OIL CORP,Front Runner,MUR,50220.296,80.0
MURPHY OIL CORP,MurphyE&P-220,MUR,86025.506,100.0
MURPHY OIL CORP,Walker Ridge FPSO,MUR,69954.674,80.0
MURPHY OIL CORP,Walker Ridge 718 (JSM),MUR,172495.206,15.0
MURPHY OIL CORP,MC 254 A-Delta House,MUR,317886.108,100.0
MURPHY OIL CORP,MurphyG&B-220,MUR,388493.384,100.0
NATIONAL FUEL GAS CO,NFGSC ELLISBURG STATION,NFG,89635.706,100.0
NATIONAL FUEL GAS CO,National Fuel Gas Distribution Corporation,NFG,151707.55,100.0
NATIONAL FUEL GAS CO,National Fuel Gas Distribution Corp - Pennsylvania,NFG,86494.45,100.0
NATIONAL FUEL GAS CO,NFGSC INDEPENDENCE STATION,NFG,21198.88,100.0
NATIONAL FUEL GAS CO,NFGSC CONCORD STATION,NFG,54478.808,100.0
NATIONAL FUEL GAS CO,NFGSC BUFFALO STATION,NFG,8813.83,100.0
NATIONAL FUEL GAS CO,NFGSC ROYSTONE STATION,NFG,22916.708,100.0
NATIONAL FUEL GAS CO,EMPIRE - OAKFIELD STATION,NFG,30764.396,100.0
NATIONAL FUEL GAS CO,Seneca East Facilities,NFG,157080.174,100.0
NATIONAL FUEL GAS CO,NFGSC HINSDALE STATION,NFG,55564.198,100.0
NATIONAL FUEL GAS CO,NFG Midstream Trout Run Gathering System,NFG,75882.394,100.0
NATIONAL FUEL GAS CO,NFG Midstream Clermont Gathering System,NFG,135221.638,100.0
NATIONAL FUEL GAS CO,NFGSC MERCER COMPRESSOR STATION,NFG,21340.846,100.0
NATIONAL FUEL GAS CO,Seneca East G&B Facilities,NFG,20179.69,100.0
NATIONAL FUEL GAS CO,San Joaquin Production Facilities,NFG,318436.284,100.0
NATIONAL FUEL GAS CO,NFG Midstream Covington Gathering System,NFG,261226.136,100.0
NATURAL RESOURCE PARTNERS LP,Ciner Wyoming LLC,NRP,813130.848,48.5
NEENAH INC,NEENAH PAPER INC - WHITING MILL,NP,45006.68,100.0
NEENAH INC,NEENAH PAPER MICHIGAN INC,NP,72923.096,100.0
NEW JERSEY RESOURCES CORP,New Jersey Resources,NJR,38478.55,100.0
NEW JERSEY RESOURCES CORP,"Leaf River Energy Center, LLC",NJR,26231.936,100.0
NEW YORK CITY,Brookfield Avenue Landfill,NYC,8628.5,100.0
NEWMARKET CORP,AFTON CHEMICAL CORP,NEU,50044.16,100.0
NEWMONT CORP,TS Power Plant,NEM,1142526.868,38.5
NEWMONT CORP,Nevada Gold Mines LLC - Goldstrike,NEM,371441.722,38.5
NEWMONT CORP,NEVADA GOLD MINES CARLIN SOUTH AREA,NEM,87929.31,38.5
NEXTERA ENERGY INC,Martin,NEE,4241413.91,100.0
NEXTERA ENERGY INC,Scherer,NEE,6862267.79,19.0
NEXTERA ENERGY INC,Bellingham,NEE,26110.994,100.0
NEXTERA ENERGY INC,Fort Myers,NEE,3670949.066,100.0
NEXTERA ENERGY INC,Port Everglades,NEE,2202498.45,100.0
NEXTERA ENERGY INC,Riviera,NEE,2247146.854,100.0
NEXTERA ENERGY INC,Lansing Smith Generating Plant,NEE,1901543.9,100.0
NEXTERA ENERGY INC,William F Wyman,NEE,26010.892,100.0
NEXTERA ENERGY INC,PEA RIDGE,NEE,72930.776,100.0
NEXTERA ENERGY INC,FPL Transmission and Distribution System,NEE,41040.0,100.0
NEXTERA ENERGY INC,Luz Solar Partners III - VII,NEE,9.6,44.966
NEXTERA ENERGY INC,Florida City Gas,NEE,16862.05,100.0
NEXTERA ENERGY INC,Gulf Clean Energy Center,NEE,1150695.07,100.0
NEXTERA ENERGY INC,Sanford,NEE,3668410.208,100.0
NEXTERA ENERGY INC,Oleander Power Project,NEE,59493.832,100.0
NEXTERA ENERGY INC,Turkey Point,NEE,2361119.874,100.0
NEXTERA ENERGY INC,West County Energy Center,NEE,7035591.692,100.0
NEXTERA ENERGY INC,Manatee,NEE,4041430.048,100.0
NEXTERA ENERGY INC,Stanton A,NEE,851845.392,100.0
NEXTERA ENERGY INC,Daniel Electric Generating Plant,NEE,5833211.944,25.0
NEXTERA ENERGY INC,Lauderdale,NEE,209876.9,100.0
NEXTERA ENERGY INC,Cape Canaveral,NEE,2249695.952,100.0
NEXTERA ENERGY INC,Salt River Project - T & D Equipment,NEE,7334.76,0.21
NEXTERA ENERGY INC,"Trinity Operating USG, LLC - Chautauqua Platform (Basin 355)",NEE,29559.54,100.0
NEXTERA ENERGY INC,"Trinity Operating USG, LLC - Arkoma (Basin 345)",NEE,72753.228,100.0
NEXTERA ENERGY INC,"Trinity Operating (USG), LLC - Gulf Coast Basin (220)",NEE,273955.804,100.0
NEXTERA ENERGY INC,Gulf Power Company Transmission and Distribution,NEE,1388.52,100.0
NEXTERA ENERGY INC,Okeechobee Clean Energy Center,NEE,3126417.25,100.0
