VEA: Vanguard FTSE Developed Markets ETF
Inception Date: 2007-07-20
Fund Holdings as of: 2022-02-28
Total Assets Under Management (in thousands):	105776000
Shares Outstanding: 2239580000
Expense Ratio: 0.05%
Tracks This Index: FTSE Developed ex US All Cap Net Tax (US RIC) Index
ETF Database Category: Foreign Large Cap Equities
Issuer: Vanguard
Structure: ETF
ETF Home Page: https://etfdb.com/etf/VEA


Holding,Symbol,Weighting
"Sintokogio,Ltd.",6339,0.0%
Mediaset Espana Comunicacion SA,TL5,0.0%
Hochschild Mining plc,HOC,0.0%
"OliX Pharmaceuticals, Inc.",226950,0.0%
"S B S Holdings, Inc.",2384,0.0%
ARA LOGOS Logistics Trust,K2LU,0.0%
Canon Marketing Japan Inc.,8060,0.0%
Zignago Vetro SpA,ZV,0.0%
"Chori Co., Ltd.",8014,0.0%
"Maxvalu Tokai Co., Ltd.",8198,0.0%
"UT Group Co.,Ltd.",2146,0.0%
"Mochida Pharmaceutical Co., Ltd.",4534,0.0%
"Eagle Industry Co., Ltd.",6486,0.0%
Heiwa Corporation,6412,0.0%
u-blox Holding AG,UBXN,0.0%
Telix Pharmaceuticals Ltd.,TLX,0.0%
Bilfinger SE,GBF,0.0%
"Genky DrugStores Co., Ltd.",9267,0.0%
"OPTORUN CO.,LTD.",6235,0.0%
Byucksan Corp.,007210,0.0%
GRENKE AG,GLJ,0.0%
Australian Pharmaceutical Industries Ltd,API,0.0%
"Samchully Co., Ltd",004690,0.0%
West African Resources Ltd,WAF,0.0%
"Tokyotokeiba Co., Ltd.",9672,0.0%
"Dongsuh Companies, Inc.",026960,0.0%
"Korea Electric Terminal Co., Ltd.",025540,0.0%
"Sekisui Kasei Co., Ltd.",4228,0.0%
HONEYS HOLDINGS CO. LTD.,2792,0.0%
DEUTZ AG,DEZ,0.0%
Sigma Healthcare Ltd,SIG,0.0%
"ISHIHARA SANGYO KAISHA, LTD.",4028,0.0%
Shindengen Electric Mfg Co Ltd,6844,0.0%
"Kandenko Co., Ltd.",1942,0.0%
Corticeira Amorim SGPS SA,COR,0.0%
Danel (Adir Yeoshua) Ltd.,DANE,0.0%
FEED ONE CO. LTD.,2060,0.0%
Event Hospitality & Entertainment Ltd.,EVT,0.0%
Computer Engineering & Consulting Ltd.,9692,0.0%
"Zenrin Co., Ltd.",9474,0.0%
Deutsche EuroShop AG,DEQ,0.0%
"Awa Bank, Ltd.",8388,0.0%
Unipres Corporation,5949,0.0%
"Macromill, Inc.",3978,0.0%
Enbridge Inc.,ENB,0.0%
Fujita Kanko Inc.,9722,0.0%
"Nisshin OilliO Group, Ltd.",2602,0.0%
"Hansol Technics Co., Ltd",004710,0.0%
"Futaba Industrial Co., Ltd.",7241,0.0%
DNO ASA Class A,DNO,0.0%
Wallenius Wilhelmsen ASA,WAWI,0.0%
Glory Sun Land Group Limited,299,0.0%
Rural Funds Group,RFF,0.0%
"Shin Nippon Biomedical Laboratories, Ltd.",2395,0.0%
"SD Biosensor, Inc.",137310,0.0%
"Hokkaido Electric Power Company,Incorporated",9509,0.0%
Flughafen Wien AG,FLU,0.0%
CMBC Capital Holdings Limited,1141,0.0%
"Noritake Co.,Limited",5331,0.0%
Sato Holdings Corporation,6287,0.0%
CJ Freshway Corporation,051500,0.0%
Premier Foods plc,PFD,0.0%
Husqvarna AB Class A,HUSQ.A,0.0%
Seikagaku Corporation,4548,0.0%
Yamabiko Corporation,6250,0.0%
Skellerup Holdings Limited,SKL,0.0%
AKEBONO BRAKE INDUSTRY CO LTD,7238,0.0%
Enplas Corporation,6961,0.0%
NFI Group Inc.,NFI,0.0%
"Strike Co., Ltd.",6196,0.0%
"Kissei Pharmaceutical Co., Ltd.",4547,0.0%
"Arakawa Chemical Industries,Ltd.",4968,0.0%
Toyota Boshoku Corp.,3116,0.0%
GMO GlobalSign Holdings K.K.,3788,0.0%
Gruppo MutuiOnline S.p.A.,MOL,0.0%
AudioCodes Ltd.,AUDC,0.0%
"Asahi Co., Ltd.",3333,0.0%
Kinepolis Group NV,KIN,0.0%
"JB Financial Group Co., Ltd.",175330,0.0%
Ashtrom Group Ltd.,ASHG,0.0%
"Resorttrust, Inc.",4681,0.0%
AFI Properties Ltd,AFPR,0.0%
"S-Pool, Inc.",2471,0.0%
"Hisaka Works,Ltd.",6247,0.0%
"Dong-A ST Co., Ltd.",170900,0.0%
Shufersal Ltd Class B,SAE,0.0%
"Hansae Co., Ltd",105630,0.0%
"Maruzen Showa Unyu Co., Ltd.",9068,0.0%
"Hyundai Green Food Co., Ltd.",005440,0.0%
PEXA Group Limited,PXA,0.0%
Winpak Ltd.,WPK,0.0%
Toa Corporation (Construction),1885,0.0%
E1 Corporation,017940,0.0%
W-SCOPE Corporation.,6619,0.0%
Tarkett SA,TKTT,0.0%
en Japan Inc.,4849,0.0%
"Joshin Denki Co., Ltd.",8173,0.0%
"Star Micronics Co., Ltd",7718,0.0%
"Hanmi Semiconductor Co., Ltd",042700,0.0%
"Kukil Paper Mfg. Co., Ltd.",078130,0.0%
"Cellid Co., Ltd.",299660,0.0%
Mullen Group Ltd.,MTL,0.0%
"Soulbrain Holdings Co., Ltd.",036830,0.0%
Aecon Group Inc.,ARE,0.0%
"Tokyu Construction Co., Ltd.",1720,0.0%
Kanematsu Corporation,8020,0.0%
Corona Corporation,5909,0.0%
"Zeria Pharmaceutical Co., Ltd.",4559,0.0%
"SNT MOTIV CO., LTD",064960,0.0%
Crest Nicholson Holdings Plc,CRST,0.0%
SPH REIT,SK6U,0.0%
Bando Chemical Industries Ltd.,5195,0.0%
UNITED ARROWS LTD.,7606,0.0%
FAN Communications. Inc.,2461,0.0%
"Chilled & Frozen Logistics Holdings Co., Ltd.",9099,0.0%
"Doutor Nichires Holdings Co., Ltd.",3087,0.0%
Daisyo Corporation,9979,0.0%
"Nippon Thompson Co., Ltd.",6480,0.0%
CrystalGenomics Inc.,083790,0.0%
Capricorn Metals Ltd,CMM,0.0%
Air New Zealand Limited,AIR,0.0%
"DKK Co.,Ltd.",6706,0.0%
"Mani, Inc.",7730,0.0%
Gecoss Corporation,9991,0.0%
"Daehan Flour Mills Co., Ltd.",001130,0.0%
BW Offshore Limited,BWO,0.0%
"F&F Holdings Co., Ltd.",007700,0.0%
VP Bank AG Class A,VPBN,0.0%
Boozt AB,BOOZT,0.0%
Dairy Farm International Holdings Limited,D01,0.0%
"Nippon Paper Industries Co., Ltd.",3863,0.0%
Vinda International Holdings Limited,3331,0.0%
"TOCALO Co., Ltd.",3433,0.0%
Mercialys SA,MERY,0.0%
Delek Group Ltd.,DLEKG,0.0%
Suruga Bank Ltd.,8358,0.0%
MFE-MEDIAFOREUROPE N.V Class A,MFEA,0.0%
"MedPacto, Inc.",235980,0.0%
CITIC Telecom International Holdings Limited,1883,0.0%
J D Wetherspoon plc,JDW,0.0%
Spire Healthcare Group PLC,SPI,0.0%
Johns Lyng Group Ltd,JLG,0.0%
Nilfisk Holding A/S,NLFSK,0.0%
EDION Corp,2730,0.0%
Pushpay Holdings Ltd,PPH,0.0%
"Hamakyorex Co., Ltd.",9037,0.0%
"Rheon Automatic Machinery Co., Ltd.",6272,0.0%
"Fukuyama Transporting Co., Ltd.",9075,0.0%
TORIDOLL Holdings Corporation,3397,0.0%
Migdal Insurance & Financial Holdings Ltd.,MGDL,0.0%
Prestige International Inc.,4290,0.0%
"Tatsuta Electric Wire and Cable Co., Ltd.",5809,0.0%
"Solaria Energia y Medio Ambiente, S.A.",SLR,0.0%
Artis Real Estate Investment Trust,AX.UT,0.0%
"Kumiai Chemical Industry Co., Ltd.",4996,0.0%
Basilea Pharmaceutica AG,BSLN,0.0%
"KC CO., LTD.",029460,0.0%
APG SGA SA,APGN,0.0%
Norway Royal Salmon ASA,NRS,0.0%
SENKO Group Holdings Co.Ltd.,9069,0.0%
"DAEA TI Co., Ltd.",045390,0.0%
Myer Holdings Limited,MYR,0.0%
Gazit-Globe Ltd.,GZT,0.0%
Sdiptech AB Class B,SDIP.B,0.0%
"TOYO INK SC HOLDINGS CO.,LTD.",4634,0.0%
Rai Way SpA,RWAY,0.0%
"Itoham Yonekyu Holdings, Inc.",2296,0.0%
Pharmagest Interactive SA,PHA,0.0%
"EM Systems Co., Ltd.",4820,0.0%
"Cosel Co., Ltd.",6905,0.0%
Solutions 30 SE,S30,0.0%
"Shopify, Inc. Class A",SHOP,0.0%
"Mirae Asset Life Insurance Co., Ltd.",085620,0.0%
"SAN-A CO., LTD.",2659,0.0%
"KH FEELUX Co., Ltd.",033180,0.0%
"San ju San Financial Group, Inc.",7322,0.0%
"RIGHT ON Co., Ltd.",7445,0.0%
OPC Energy Ltd.,OPCE,0.0%
"KUMHO Engineering & Construction Co., Ltd.",002990,0.0%
"Onoken Co., Ltd.",7414,0.0%
"DongKook Pharmaceutical Co., Ltd.",086450,0.0%
"Gakken Holdings Co., Ltd.",9470,0.0%
PIA Corporation,4337,0.0%
ALCONIX Corporation,3036,0.0%
Elkem ASA,ELK,0.0%
Zehnder Group AG Class A,ZEHN,0.0%
KYB Corporation,7242,0.0%
Fagron SA,FAGR,0.0%
doValue SpA,DOV,0.0%
Tecnicas Reunidas SA,TRE,0.0%
Aurelia Metals Limited,AMI,0.0%
Elematec Corporation,2715,0.0%
Gilat Satellite Networks Ltd.,GILT,0.0%
Koh Young Technology Inc.,098460,0.0%
Tokmanni Group Oyj,TOKMAN,0.0%
First Pacific Co. Ltd.,142,0.0%
"Halows Co., Ltd.",2742,0.0%
TAKKT AG,TTK,0.0%
WOWOW INC.,4839,0.0%
SL Corporation,005850,0.0%
"Modec, Inc.",6269,0.0%
Yokogawa Bridge Holdings Corp.,5911,0.0%
Halla Holdings Corporation,060980,0.0%
"Casino, Guichard-Perrachon SA",CO,0.0%
"LX HAUSYS, LTD.",108670,0.0%
"Ehime Bank, Ltd.",8541,0.0%
"Nihon Chouzai Co., Ltd.",3341,0.0%
Texhong Textile Group Limited,2678,0.0%
I\'LL Inc.,3854,0.0%
BICO Group AB Class B,BICO,0.0%
Trustpilot Group Plc,TRST,0.0%
"Hyundai Doosan Infracore Co., Ltd.",042670,0.0%
"Sanyo Chemical Industries, Ltd.",4471,0.0%
Nichiden Corporation,9902,0.0%
Zojirushi Corporation,7965,0.0%
NISSO CORP,6569,0.0%
"Cosmo AM&T Co., Ltd.",005070,0.0%
Dubber Corporation Limited,DUB,0.0%
"Bukwang Pharmaceutical Co., Ltd.",003000,0.0%
LG Energy Solution Ltd.,373220,0.0%
Hilton Food Group plc,HFG,0.0%
DeA Capital S.p.A.,DEA,0.0%
"Nihon Trim Co., Ltd.",6788,0.0%
"Inabata & Co., Ltd.",8098,0.0%
"Korea Real Estate Investment Trust Co., Ltd.",034830,0.0%
INDUS Holding AG,INH,0.0%
Infomedia Ltd,IFM,0.0%
"Studio Alice Co., Ltd.",2305,0.0%
"GeneOne Life Science, Inc.",011000,0.0%
Atrium Ljungberg AB Class B,ATRLJ.B,0.0%
Star Asia Investment Corp.,3468,0.0%
SUSE SA,SUSE,0.0%
CLS Holdings plc,CLI,0.0%
GWA Group Limited,GWA,0.0%
Giken Ltd.,6289,0.0%
Sembcorp Marine Ltd,S51,0.0%
Imugene Limited,IMU,0.0%
StarHub Ltd,CC3,0.0%
Jupiter Mines Limited,JMS,0.0%
bpost SA,BPOST,0.0%
"ST PHARM CO., LTD.",237690,0.0%
"EyeGene, Inc.",185490,0.0%
Unitika Ltd.,3103,0.0%
LX INTERNATIONAL CORP.,001120,0.0%
Vicat-Ciments Vicat SA,VCT,0.0%
"DKS Co., Ltd.",4461,0.0%
CMC Markets Plc,CMCX,0.0%
Sartorius AG,SRT,0.0%
T-Gaia Corporation,3738,0.0%
Japan Display Inc.,6740,0.0%
"Change, Inc. (Japan)",3962,0.0%
Doosan Bobcat Inc.,241560,0.0%
EVN AG,EVN,0.0%
"Denyo Co., Ltd.",6517,0.0%
Helical plc,HLCL,0.0%
"Hansol Paper Co., Ltd.",213500,0.0%
"Nichi-Iko Pharmaceutical Co., Ltd.",4541,0.0%
"Kyobo Securities Co., Ltd",030610,0.0%
Keller Group plc,KLR,0.0%
"KISOJI CO., LTD.",8160,0.0%
Convoy Global Holdings Limited,1019,0.0%
Nagarro SE,NA9,0.0%
JINS HOLDINGS Inc.,3046,0.0%
"Fuso Chemical Co., Ltd.",4368,0.0%
"Japan Aviation Electronics Industry, Limited",6807,0.0%
"Shochiku Co., Ltd.",9601,0.0%
MACA Limited,MLD,0.0%
oOh media Ltd,OML,0.0%
"Hyakujushi Bank, Ltd.",8386,0.0%
L.K. Technology Holdings Limited,558,0.0%
Svenska Cellulosa AB SCA Class A,SCA.A,0.0%
"Kyokuto Securities Co., Ltd.",8706,0.0%
"Interflex Co., Ltd",051370,0.0%
Piaggio & C. S.p.a.,PIA,0.0%
MTI Ltd.,9438,0.0%
"XEBIO Holdings CO., LTD.",8281,0.0%
KOREA ASSET IN TRUST CO. LTD,123890,0.0%
Bonava AB Class B,BONAV.B,0.0%
Stride Property Ltd & Stride Investment Management Ltd.,SPG,0.0%
"Fujicco Co., Ltd.",2908,0.0%
"Ogaki Kyoritsu Bank, Ltd.",8361,0.0%
"Lotte Shopping Co., Ltd",023530,0.0%
Brookfield Infrastructure Corporation Class A,BIPC,0.0%
Wacker Neuson SE,WAC,0.0%
Volati AB,VOLO,0.0%
Zuiko Corporation,6279,0.0%
"Homecast Co., Ltd",064240,0.0%
"Toagosei Co., Ltd.",4045,0.0%
Prosperity Real Estate Investment Trust,808,0.0%
HITEJINRO CO LTD,000080,0.0%
ADVAN GROUP CO. LTD.,7463,0.0%
Provident Financial PLC,PFG,0.0%
"Inageya Co., Ltd.",8182,0.0%
"77 Bank, Ltd.",8341,0.0%
"HYUNDAI BIOLAND Co.,Ltd.",052260,0.0%
Sanlorenzo S.p.A.,SL,0.0%
Ama Group Limited,AMA,0.0%
"Toho Holdings Co., Ltd.",8129,0.0%
Jeil Pharmaceutical Co. Ltd.,271980,0.0%
"Dongkuk Steel Mill Co., Ltd",001230,0.0%
Global Fashion Group S.A.,GFG,0.0%
Intershop Holding AG,ISN,0.0%
Glory Ltd.,6457,0.0%
Grieg Seafood ASA,GSF,0.0%
Towa Corporation,6315,0.0%
"Kanto Denka Kogyo Co., Ltd.",4047,0.0%
Young Poong Corporation,000670,0.0%
Ratos AB Class B,RATO.B,0.0%
TELCON RF PHARMACEUTICAL. Inc.,200230,0.0%
Park Systems Corp.,140860,0.0%
"Neturen Co., Ltd.",5976,0.0%
"Samty Co., Ltd.",3244,0.0%
Compagnie d\'Entreprises CFE SA,CFEB,0.0%
"ACOM Co., Ltd.",8572,0.0%
Daiken Corporation,7905,0.0%
"Nihon Parkerizing Co., Ltd.",4095,0.0%
Heartland Group Holdings Ltd.,HGH,0.0%
"Mitsubishi Logisnext Co., Ltd.",7105,0.0%
"MCJ Co., Ltd.",6670,0.0%
Bravura Solutions Limited,BVS,0.0%
Summit Real Estate Holdings Ltd,SMT,0.0%
"Yamato Kogyo Co., Ltd.",5444,0.0%
SeAH Besteel Corp.,001430,0.0%
GEO Holdings Corporation,2681,0.0%
Glory Sun Financial Group Limited,1282,0.0%
Mars Group Holdings Corporation,6419,0.0%
Ichigo Inc.,2337,0.0%
Banca Monte dei Paschi di Siena S.p.A.,BMPS,0.0%
"CTS Co., Ltd.",4345,0.0%
Chow Sang Sang Holdings International Limited,116,0.0%
"BGF retail CO., LTD.",282330,0.0%
Costa Group Holdings Ltd.,CGC,0.0%
Hexagon Composites ASA,HEX,0.0%
"ARIAKE JAPAN Co., Ltd.",2815,0.0%
Compania de Distribucion Integral Logista Holdings S.A.,LOG,0.0%
Kiwi Property Group Ltd.,KPG,0.0%
Nuix Ltd.,NXL,0.0%
JVCKENWOOD Corporation,6632,0.0%
Happinet Corporation,7552,0.0%
Cascades Inc.,CAS,0.0%
Tokai Corp.,9729,0.0%
Auction Technology Group PLC,ATG,0.0%
VPower Group International Holdings Limited,1608,0.0%
Samyang Holdings Corporation,000070,0.0%
Westgold Resources Ltd,WGX,0.0%
Hua Medicine Ltd.,2552,0.0%
Blackmores Limited,BKL,0.0%
"SAMYOUNG ELECTRONICS Co., Ltd.",005680,0.0%
"WONIK IPS CO., LTD.",240810,0.0%
RCS MediaGroup S.p.A.,RCS,0.0%
Daesang Corporation,001680,0.0%
Sumida Corporation,6817,0.0%
"Sanrio Company, Ltd.",8136,0.0%
Bubs Australia Ltd.,BUB,0.0%
Toyo Kanetsu K.K,6369,0.0%
AmRest Holdings SE,EAT,0.0%
"Tsurumi Manufacturing Co., Ltd.",6351,0.0%
"Sparx Group Co., Ltd.",8739,0.0%
Bank of Saga Ltd.,8395,0.0%
Maruwa Unyu Kikan Co. Ltd.,9090,0.0%
Aiful Corporation,8515,0.0%
"ASKA Pharmaceutical Holdings Co., Ltd.",4886,0.0%
"Dynam Japan Holdings Co., Ltd.",6889,0.0%
"Yodogawa Steel Works, Ltd.",5451,0.0%
Stella International Holdings Limited,1836,0.0%
Melco International Development Limited,200,0.0%
"PIOLAX, Inc.",5988,0.0%
Fixstars Corp.,3687,0.0%
Tera Light Ltd.,TRLT,0.0%
"Toho Zinc Co., Ltd.",5707,0.0%
Alkane Resources Ltd,ALK,0.0%
Regis Resources Limited,RRL,0.0%
"Takamatsu Construction Group Co., Ltd.",1762,0.0%
"SAMWHA CAPACITOR CO., LTD.",001820,0.0%
Prosegur Cash SA,CASH,0.0%
"SRA Holdings, Inc.",3817,0.0%
Ferrexpo plc,FXPO,0.0%
Fnac Darty SA,FNAC,0.0%
medmix AG,MEDX,0.0%
"Hokuhoku Financial Group, Inc.",8377,0.0%
"Sanshin Electronics Co., Ltd.",8150,0.0%
"InBody Co., Ltd.",041830,0.0%
Shoei Co. Ltd. (7839),7839,0.0%
Hemnet Group AB,HEM,0.0%
Believe SA,BLV,0.0%
WACOAL HOLDINGS CORP,3591,0.0%
Austal Limited,ASB,0.0%
Societa Cattolica di Assicurazione S.p.A.,CASS,0.0%
"Ichibanya Co., Ltd.",7630,0.0%
Australian Agricultural Company Limited,AAC,0.0%
SKF AB Class A,SKF.A,0.0%
Mitsui DM Sugar Holdings Co.Ltd,2109,0.0%
MegaStudyEdu Co. Ltd,215200,0.0%
Wereldhave Belgium SCA,WEHB,0.0%
Morita Holdings Corporation,6455,0.0%
Ezra Holdings Limited,5DN,0.0%
Anglo Irish Bank Corp. Ltd.,CKL1,0.0%
"Curves Holdings Co., Ltd.",7085,0.0%
Mersen SA,MRN,0.0%
EIZO Corp.,6737,0.0%
"Axial Retailing, Inc.",8255,0.0%
"PharmaResearch Co., Ltd.",214450,0.0%
Hunting PLC,HTG,0.0%
"Kotobuki Spirits Co., Ltd.",2222,0.0%
"Rokko Butter Co., Ltd.",2266,0.0%
Tayca Corporation,4027,0.0%
"KCTECH CO., LTD.",281820,0.0%
"Matsuya Co., Ltd.",8237,0.0%
"Tokyo Rakutenchi Co., Ltd.",8842,0.0%
"Construcciones y Auxiliar de Ferrocarriles, S.A.",CAF,0.0%
"Noevir Holdings Co., Ltd.",4928,0.0%
"CJ CGV Co., Ltd",079160,0.0%
Mekonomen AB,MEKO,0.0%
"Boryung Pharmaceutical Co., Ltd.",003850,0.0%
Australian Finance Group Ltd.,AFG,0.0%
TBC Bank Group Plc,TBCG,0.0%
"Daejoo Electronic Materials Co., Ltd.",078600,0.0%
HORNBACH Holding AG & Co. KGaA,HBH,0.0%
KAPPA.CREATE CO.LTD.,7421,0.0%
Samyang Corporation,145990,0.0%
Econocom Group SE Class D,ECONB,0.0%
Cosmo Pharmaceuticals NV,COPN,0.0%
Alpha Systems Inc.,4719,0.0%
NIPPN Corporation,2001,0.0%
"Taihan Electric Wire Co., Ltd.",001440,0.0%
MITIE Group PLC,MTO,0.0%
"Bank Of The Ryukyus,Limited",8399,0.0%
Bufab AB,BUFAB,0.0%
Best World International Limited,CGN,0.0%
ENGIE SA. TEMP,Other,0.0%
Albioma TEMP,Other,0.0%
Sodexo SA TEMP,Other,0.0%
Irish Continental Group PLC Units Cons.of 1 Sh (CH24411198)and up to 10 Red Shs (Nil Issued),IR5B,0.0%
"TOKAI RIKA CO., LTD.",6995,0.0%
