Summary data collected by the Greenhouse Gas Reporting Program for 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 08/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab),,,,,,,,,,,,,,Total Emissions from Gathering & Boosting by Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Primary NAICS Code,Industry Type (subparts),Total reported emissions from Gathering & Boosting,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011226,110020750882,Crimson Resource Management Corp.,745 - San Joaquin Basin,Bakersfield,CA,93311,11200 River Run Blvd.,KERN COUNTY,35.36334,-119.05781,211120,W-GB,"337,042.47","335,324.00","1,535.50",182.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012209,110070082198,DCP Midstream 220 Gulf Coast Basin,"220 - Gulf Coast Basin (LA, TX)",Denver,CO,80202,370 17th Street Ste 2500,DENVER COUNTY,39.74369,-104.98777,211130,W-GB,"205,231.96","145,817.10","59,335.00",79.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012238,110070082207,DCP Midstream 260 East Texas Basin,260 - East Texas Basin,Denver,CO,80202,370 17th Street Ste 2500,DENVER COUNTY,39.74369,-104.98777,211130,W-GB,"104,424.64","79,612.50","24,774.00",38.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012240,110070082209,DCP Midstream 350 South Oklahoma Folded Belt,350 - South Oklahoma Folded Belt,Denver,CO,80202,370 17th Street Ste 2500,DENVER COUNTY,39.74369,-104.98777,211130,W-GB,"297,170.78","259,690.70","37,335.25",144.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012208,110070082197,DCP Midstream 355 Chautauqua Platform,355 - Chautauqua Platform,Denver,CO,80202,370 17th Street Ste 2500,DENVER COUNTY,39.74369,-104.98777,211130,W-GB,"62,772.34","45,832.50","16,916.00",23.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012207,110070082196,DCP Midstream 360 Anadarko Basin,360 - Anadarko Basin,Denver,CO,80202,370 17th Street Ste 2500,DENVER COUNTY,39.74369,-104.98777,211130,W-GB,"1,309,900.92","1,004,628.70","304,730.75",541.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012204,110070082194,DCP Midstream 430 Permian Basin,430 - Permian Basin,Denver,CO,80202,370 17th Street Ste 2500,DENVER COUNTY,39.74369,-104.98777,211130,W-GB,"1,294,850.20","1,074,115.60","220,145.75",588.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012214,110070082201,DCP Midstream 540 Denver Basin,540 - Denver Basin,Denver,CO,80202,370 17th Street Ste 2500,DENVER COUNTY,39.74369,-104.98777,211130,W-GB,"638,173.95","544,325.40","93,550.25",298.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012211,110070082199,DCP Midstream 595 Piceance Basin,595 - Piceance Basin,Denver,CO,80202,370 17th Street Ste 2500,DENVER COUNTY,39.74369,-104.98777,211130,W-GB,"24,878.15","14,628.60","10,241.50",8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013064,110070716047,DGOC 160 Boosting and Gathering,160 - Appalachian Basin,Deerfield,OH,44411,1823 State Rt. 14,PORTAGE COUNTY,41.03875,-81.06708,211130,W-GB,"631,171.46","485,417.30","145,487.75",266.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013033,110070716018,DGOC 160A Boosting and Gathering,160A - Appalachian Basin (Eastern Overthrust Area),Jackson Center,PA,16133,101 McQuiston Dr.,MERCER COUNTY,41.26079,-80.1623,211130,W-GB,"320,224.63","218,855.70","101,246.75",122.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012555,110070082361,"DGP Taurus Field Services, L.P. 425 Bend Arch GB",425 - Bend Arch,Midland,TX,79701,211 North Colorado,MIDLAND COUNTY,31.99906,-102.07688,211120,W-GB,"26,275.02","8,811.50","17,458.75",4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013077,110070225638,"DTE Appalachia Gathering, LLC",160A - Appalachian Basin (Eastern Overthrust Area),Morgantown,WV,26508,1100 Frederick Lane,MONONGALIA COUNTY,39.683166,-79.924368,486210,W-GB,"167,520.98","106,663.70","60,795.00",62.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013593,,"DTE Louisiana Gathering, LLC 230 - Arkla Basin GB",230 - Arkla Basin,Grand Cane,LA,71032,8334 U.S. 171,,32.084863,-93.81012,486210,W-GB,"572,487.04","561,537.70","10,821.50",127.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012445,110070082291,"Davis Gas Processing, Inc. 430 Permian Basin GB",430 - Permian Basin,Midland,TX,79701,211 North Colorado,,31.99906,-102.07688,211120,W-GB,"69,364.68","42,951.10","26,410.00",3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012810,110070082510,"Delaware G&P, LLC G&B 430 - Permian Basin",430 - Permian Basin,Dallas,TX,75201,"2501 Cedar Springs Road, Suite 100",DALLAS COUNTY,32.79866,-96.80541,486210,W-GB,"146,199.62","132,766.50","13,406.00",27.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012755,110070082483,Denbury Onshore LLC 210 Mid-Gulf Coast Gathering,210 - Mid-Gulf Coast Basin,Plano,TX,75024,"5851 Legacy Circle, Suite 1200",,33.081237852218,-96.8226685914033,211120,W-GB,"114,284.59","87,641.10","26,597.00",46.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012718,110070082461,Denbury Onshore LLC 220 Gulf Coast Gathering,"220 - Gulf Coast Basin (LA, TX)",Plano,TX,75024,"5851 Legacy Circle, Suite 1200",,33.081237852218,-96.8226685914033,211120,W-GB,"158,934.29","109,095.30","49,778.50",60.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012727,110070082466,Denbury Onshore LLC 230 Arkla Gathering,230 - Arkla Basin,Plano,TX,75024,"5851 Legacy Circle, Suite 1200",COLLIN COUNTY,33.07567,-96.80594,211120,W-GB,"40,853.23","39,622.50","1,206.00",24.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012759,110070082486,Denbury Onshore LLC 395 Williston Gathering,395 - Williston Basin,Plano,TX,75024,"5851 Legacy Circle, Suite 1200",,33.081237852218,-96.8226685914033,211120,W-GB,"136,047.90","102,136.80","33,873.25",37.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012763,110058240023,Denbury Onshore LLC 515 Powder River Gathering,515 - Powder River Basin,Plano,TX,75024,"5851 Legacy Circle, Suite 1200",COLLIN COUNTY,33.07567,-96.80594,211120,W-GB,"45,623.74","29,490.30","16,116.75",16.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012286,110070082223,Denver Basin - G&B - AAPG Province 540,540 - Denver Basin,Denver,CO,80202,1099 18th St. #1800,DENVER COUNTY,39.74933,-104.99275,211130,W-GB,"586,373.69","556,448.90","29,587.75",337.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012464,110070082303,"Divide Creek Gathering System, LLC",595 - Piceance Basin,Silt,CO,81652,2322 Divide Creek Rd,,39.4967167,-107.6452085,213112,W-GB,"25,519.24","24,288.30","1,222.00",8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012142,110070082169,Dominion Energy Ohio - Appalachian Basin (Gath),160 - Appalachian Basin,Cleveland,OH,44103,1201 East 55th St.,CUYAHOGA COUNTY,41.52712,-81.652,486210,W-GB,"81,165.70","25,245.40","55,906.00",14.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012486,110070082320,Dominion Energy Wexpro - Green River Basin (Gath),535 - Green River Basin,Salt Lake City,UT,84101,1140 West 200 South,SALT LAKE COUNTY,40.76497,-111.92439,486210,W-GB,"75,600.69","63,228.80","12,333.75",38.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012453,110070082296,Dugan Production Corp-San Juan Basin G&B,580 - San Juan Basin,Famington,NM,87499,709 E. Murray Drive,,36.2699403,-108.1903059,211130,W-GB,"71,120.53","61,787.30","9,277.50",55.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012438,110070082288,Durango Midstream - Anadarko Basin Gathering & Boosting,360 - Anadarko Basin,The Woodlands,TX,77380,"2002 Timberloch Place, Suite 110",MONTGOMERY COUNTY,30.15855,-95.462193,486210,W-GB,"1,268.54",0.14,"1,268.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012432,110070082283,Durango Midstream - Permian Basin Gathering & Boosting,430 - Permian Basin,The Woodlands,TX,77380,,LEA COUNTY,32.8146,-103.7705,486210,W-GB,"194,285.80","161,862.74","32,355.52",67.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012455,110070082298,Durango Midstream - Sedgwick Basin Gathering & Boosting,375 - Sedgwick Basin,The Woodlands,TX,77380,"2002 Timberloch Place, Suite 110",MONTGOMERY COUNTY,30.15855,-95.462193,486210,W-GB,"60,725.32","37,712.26","22,989.68",23.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012753,110070082472,"E2 Appalachian Compression, LLC G&B-160-Appalachian Basin",160 - Appalachian Basin,Dallas,TX,75201,1722 Routh St Suite 1300,DALLAS COUNTY,32.79138,-96.7957,486210,W-GB,"170,429.24","163,245.40","6,989.25",194.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012736,110070082472,"E2 Ohio Compression, LLC G&B-160A-Appalachian Basin EOA",160A - Appalachian Basin (Eastern Overthrust Area),Dallas,TX,75201,1722 Routh St Suite 1300,DALLAS COUNTY,32.79138,-96.7957,486210,W-GB,"52,186.21","49,464.70","2,685.75",35.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012676,110070082437,ECMV Gathering and Compression,430 - Permian Basin,Pecos,TX,79772,49 County Road 419,,31.3511246,-103.6362715,211130,W-GB,"822,909.10","780,302.70","42,152.25",454.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012508,110070082334,EGG 345 Arkoma GB,345 - Arkoma Basin,Oklahoma City,OK,73100,"499 W. Sheridan, Suite 1500",OKLAHOMA COUNTY,35.46646,-97.52124,486210,W-GB,"127,422.33","111,414.70","15,944.75",62.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012491,110070082322,EGG 350 South Oklahoma Folded Belt GB,350 - South Oklahoma Folded Belt,Oklahoma City,OK,73100,"499 W. Sheridan, Suite 1500",OKLAHOMA COUNTY,35.46646,-97.52124,486210,W-GB,"295,243.13","257,762.70","37,336.50",143.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012518,110070082334,EGG 360 Anadarko GB,360 - Anadarko Basin,Oklahoma City,OK,73100,"499 W. Sheridan, Suite 1500",OKLAHOMA COUNTY,35.46901,-97.51645,486210,W-GB,"1,112,896.10","918,105.20","194,276.25",514.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012533,110070082349,EMP 230 Arkla GB,230 - Arkla Basin,Oklahoma City,OK,73100,"499 W. Sheridan, Suite 1500",OKLAHOMA COUNTY,35.46646,-97.52124,486210,W-GB,"87,809.29","67,257.30","20,513.25",38.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012570,110070082372,EMP 260 East Texas GB,260 - East Texas Basin,Oklahoma City,OK,73100,"499 W. Sheridan, Suite 1500",OKLAHOMA COUNTY,35.46646,-97.52124,486210,W-GB,"36,454.62","19,707.00","16,736.00",11.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012591,110070082334,EMP 345 Arkoma GB,345 - Arkoma Basin,Oklahoma City,OK,73100,"499 W. Sheridan, Suite 1500",OKLAHOMA COUNTY,35.46646,-97.52124,486210,W-GB,"383,982.83","151,236.70","232,669.25",76.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012592,110070082339,EMP 360 Anadarko GB,360 - Anadarko Basin,Oklahoma City,OK,73100,"499 W. Sheridan, Suite 1500",OKLAHOMA COUNTY,35.46646,-97.52124,486210,W-GB,"27,722.49","15,348.10","12,365.75",8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013127,110070209439,EOG Resources 575 Uinta Basin Gathering & Boosting,575 - Uinta Basin,Houston,TX,77002,1111 Bagby Street,HARRIS COUNTY,29.75894,-95.37096,211120,W-GB,"6,344.08","5,281.60","1,059.50",2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013709,110070209439,EOG Resources Inc. 515 Powder River Basin Gathering and Boosting,515 - Powder River Basin,Houston,TX,77002,1111 Bagby Street,HARRIS COUNTY,29.75894,-95.37096,211120,W-GB,"55,748.64","52,288.80","3,436.00",23.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012711,110070082457,"EOG Resources, Inc. 160A Appalachian Basin (Eastern Overthurst) Gathering & Boosting",160A - Appalachian Basin (Eastern Overthrust Area),Houston,TX,77002,"1111 Bagby Street, Sky Lobby 2",HARRIS COUNTY,29.75894,-95.37096,211120,W-GB,"19,325.26","11,090.50","8,228.50",6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012710,110070082456,"EOG Resources, Inc. 220 Gulf Coast Basin Gathering & Boosting","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,"1111 Bagby Street, Sky Lobby 2",HARRIS COUNTY,29.75894,-95.37096,211120,W-GB,"742,903.61","699,584.20","42,970.75",348.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008984,110034207481,"EOG Resources, Inc. 355 Chautauqua Platform Gathering & Boosting",355 - Chautauqua Platform,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,HARRIS COUNTY,29.75894,-95.37096,211120,W-GB,"65,783.07","63,054.90","2,694.50",33.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012784,110070082465,"EOG Resources, Inc. 360 Anadarko Basin Gathering & Boosting",360 - Anadarko Basin,Houston,TX,77002,"1111 Bagby Street, Sky Lobby 2",HARRIS COUNTY,29.75894,-95.37096,211120,W-GB,"27,590.16","26,496.40","1,079.75",14.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012796,110070082505,"EOG Resources, Inc. 420 Fort Worth Syncline Basin Gathering & Boosting",420 - Fort Worth Syncline,Houston,TX,77002,"1111 Bagby Street, Sky Lobby 2",HARRIS COUNTY,29.75894,-95.37096,211120,W-GB,"153,191.19","145,573.80","7,563.75",53.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012726,110070082465,"EOG Resources, Inc. 430 Permian Basin Gathering & Boosting",430 - Permian Basin,Houston,TX,77002,"1111 Bagby Street, Sky Lobby 2",HARRIS COUNTY,29.75894,-95.37096,211120,W-GB,"1,347,774.46","1,289,035.70","58,069.75",669.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013710,110070209439,"EOG Resources, Inc. 540 Denver Basin Gathering and Boosting",540 - Denver Basin,Houston,TX,77002,1111 Bagby Street,HARRIS COUNTY,29.75894,-95.37096,211120,W-GB,"95,821.84","92,268.70","3,507.25",45.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012783,110070082499,"EOG Resources, Inc.395 Williston Basin Gathering & Boosting",395 - Williston Basin,Houston,TX,77002,"1111 Bagby Street, Sky Lobby 2",HARRIS COUNTY,29.75894,-95.37096,211120,W-GB,"98,072.32","93,812.40","4,218.50",41.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012628,110070082375,EP Energy E&P 220 Gulf Coast Basin GB,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,"601 Travis Street, Suite 1400",HARRIS COUNTY,29.76003,-95.36387,211130,W-GB,"328,968.98","222,390.50","106,456.00",122.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012623,110070082409,EP Energy E&P 430 Permian Basin GB,430 - Permian Basin,Houston,TX,77002,"601 Travis Street, Suite 1400",HARRIS COUNTY,29.76003,-95.36387,211130,W-GB,"84,746.85","54,619.00","30,097.75",30.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013848,110070082375,EP Energy E&P 575 Uinta Basin GB,575 - Uinta Basin,Houston,TX,77002,"601 Travis Street, Suite 1400",HARRIS COUNTY,29.76003,-95.36387,211130,W-GB,"8,353.08","6,668.30","1,681.50",3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012681,110070082394,"EQM Gathering Opco, LLC - Basin 160A - Appalachian Eastern Overthrust - GB",160A - Appalachian Basin (Eastern Overthrust Area),Canonsburg,PA,15317,2200 Energy Drive,,40.442188,-80.000854,211130,W-GB,"662,028.49","623,768.70","37,901.00",358.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012467,110070082306,EQM Olympus Midstream LLC - Basin 160A,160A - Appalachian Basin (Eastern Overthrust Area),Canonsburg,PA,15317,2200 Energy Drive,ALLEGHENY COUNTY,40.336917,-80.136169,211130,W-GB,"232,587.34","209,589.80","22,870.00",127.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012471,110070082306,EQM Poseidon Midstream LLC - Basin 160A,160A - Appalachian Basin (Eastern Overthrust Area),Canonsburg,PA,15317,2200 Energy Drive,ALLEGHENY COUNTY,40.336917,-80.136169,211130,W-GB,"244,179.64","213,950.30","30,093.75",135.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012602,110070082394,EQT Production - Basin 160A - Appalachian Eastern Overthrust - GB,160A - Appalachian Basin (Eastern Overthrust Area),Pittsburgh,PA,15222,"625 Liberty Avenue, Suite 1700",ALLEGHENY COUNTY,40.442188,-80.000854,211130,W-GB,"48,719.75","39,271.60","9,425.50",22.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013058,110070082372,ETGP 260 East Texas GB,260 - East Texas Basin,Oklahoma City,OK,73100,"499 W. Sheridan, Suite 1500",OKLAHOMA COUNTY,35.46646,-97.52124,486210,W-GB,"41,725.00","26,030.60","15,679.50",14.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013049,110070209454,"EXCO Appalachia Midstream, LLC",160A - Appalachian Basin (Eastern Overthrust Area),Kittanning,PA,16201,"13488 State Route 422, STE 1",ARMSTRONG COUNTY,40.80077,-79.48504,211130,W-GB,"31,637.60","13,277.10","18,352.75",7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012696,110070082321,East Texas Basin 260,260 - East Texas Basin,Houston,TX,77010,"1501 McKinney Street, Suite 600",HARRIS COUNTY,29.75421,-95.36021,211130,W-GB,"212,894.26","129,420.60","83,401.25",72.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012140,110070082168,Eastern Gas Transmission and Storage - Appalachian Basin (Eastern Overthrust Area) (Gath),160A - Appalachian Basin (Eastern Overthrust Area),Bridgeport,WV,26330,925 White Oaks Blvd,HARRISON COUNTY,39.33367,-80.23478,486210,W-GB,"36,875.52","27,523.90","9,332.25",19.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013975,,Elevate East Texas - Carthage G&B Basin 240,260 - East Texas Basin,Dallas,TX,75201,"2200 Ross Avenue, Suite 4600E",,32.7892477513231,-96.7969624398907,211130,W-GB,"68,269.37","61,353.30","6,873.75",42.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012731,110070082468,EnLink Anadarko #360-G&B,360 - Anadarko Basin,Bridgeport,TX,76426,1209 County Road 1304,WISE COUNTY,33.22345,-97.7372,213112,W-GB,"150,966.97","135,250.00","15,616.25",100.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012768,110070082490,"EnLink Midstream Services, LLC G&B 420 - Fort Worth Syncline",420 - Fort Worth Syncline,Dallas,TX,75201,"2501 Cedar Springs Road, Suite 100",DALLAS COUNTY,32.79866,-96.80541,486210,W-GB,"285,368.24","251,022.00","34,121.25",224.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012804,110070082473,"EnLink North Texas Gathering, LP G&B 415 - Strawn Basin",415 - Strawn Basin,Dallas,TX,75201,"2501 Cedar Springs Road, Suite 100",DALLAS COUNTY,32.79866,-96.80541,486210,W-GB,"141,066.48","125,718.70","15,285.50",62.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012811,110070082490,"EnLink North Texas Gathering, LP G&B 420 - Fort Worth Syncline",420 - Fort Worth Syncline,Dallas,TX,75201,"2501 Cedar Springs Road, Suite 100",DALLAS COUNTY,32.79866,-96.80541,486210,W-GB,"91,626.16","72,261.30","19,314.50",50.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012812,110070082510,"EnLink North Texas Gathering, LP G&B 430 - Permian Basin",430 - Permian Basin,Dallas,TX,75201,"2501 Cedar Springs Road, Suite 100",DALLAS COUNTY,32.79866,-96.80541,486210,W-GB,"190,204.73","175,077.00","14,983.50",144.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012395,110070082268,Energy Transfer 160A - Appalachian Basin,160A - Appalachian Basin (Eastern Overthrust Area),Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-GB,"478,963.77","396,290.70","82,452.25",220.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012392,110070082265,Energy Transfer 220 - Gulf Coast Basin,"220 - Gulf Coast Basin (LA, TX)",Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-GB,"2,871,650.31","754,298.80","2,116,958.75",392.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012393,110070082266,Energy Transfer 230 - Arkla Basin,230 - Arkla Basin,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-GB,"543,700.42","212,870.50","330,706.25",123.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012383,110070082259,Energy Transfer 260 - East Texas Basin,260 - East Texas Basin,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-GB,"64,225.36","24,341.60","39,869.75",14.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012387,110070082262,Energy Transfer 355 - Chautaugua Platform,355 - Chautauqua Platform,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-GB,"71,735.60","14,349.10","57,378.75",7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012388,110070082263,Energy Transfer 360 - Anadarko Basin,360 - Anadarko Basin,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-GB,"1,787,722.49","545,384.50","1,242,030.75",307.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012385,110070082260,Energy Transfer 415 - Strawn Basin,415 - Strawn Basin,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-GB,"60,863.57","33,327.80","27,517.00",18.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012386,110070082261,Energy Transfer 420 - Fort Worth Syncline,420 - Fort Worth Syncline,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-GB,"60,119.89","28,548.60","31,555.50",15.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012390,110070082264,Energy Transfer 430 - Permian Basin,430 - Permian Basin,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-GB,"1,970,511.44","1,101,719.80","868,201.00",590.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013124,110070209452,Enervest Operating L.L.C. 415 Strawn Basin G&B,415 - Strawn Basin,Houston,TX,77002,"1001 Fannin Street, Suite 800",HARRIS COUNTY,29.75608,-95.36433,211130,W-GB,"166,287.32","140,361.60","25,839.00",86.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012669,110070082434,"Enervest Operating, L.L.C. 160 Appalachian Basin G&B",160 - Appalachian Basin,Houston,TX,77002,"1001 Fannin Street, Suite 800",HARRIS COUNTY,29.75608,-95.36433,211130,W-GB,"9,890.73","4,437.80","5,450.25",2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012705,110070082434,"Enervest Operating, L.L.C. 160A Appalachian Basin (Eastern Overthrust area) G&B",160A - Appalachian Basin (Eastern Overthrust Area),Houston,TX,77002,"1001 Fannin Street, Suite 800",HARRIS COUNTY,29.75608,-95.36433,211130,W-GB,"131,963.36","117,068.50","14,829.00",65.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012335,110070082239,Ensign Gulf Coast Basin-Gathering & Boosting,"220 - Gulf Coast Basin (LA, TX)",Pawnee,TX,78145,5911 CR 136,,28.6516366,-98.0008447,211120,W-GB,"135,744.07","116,522.90","19,156.50",64.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012478,110070082314,Enterprise Products Operating LLC 220 Gulf Coast Basin,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,1100 Louisiana Street,HARRIS COUNTY,29.7574,-95.36843,486210,W-GB,"512,877.62","375,250.40","137,421.00",206.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
