Summary data collected by the Greenhouse Gas Reporting Program for 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 08/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab),,,,,,,,,,,,,,Total Emissions from Gathering & Boosting by Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Primary NAICS Code,Industry Type (subparts),Total reported emissions from Gathering & Boosting,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013217,110070525500,NFG Midstream Covington Gathering System,160A - Appalachian Basin (Eastern Overthrust Area),Mansfield,PA,16933,15772 Route 6,TIOGA COUNTY,41.78834,-77.13118,211130,W-GB,"261,226.14","183,868.20","77,259.00",98.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012322,110070082233,NFG Midstream Trout Run Gathering System,160A - Appalachian Basin (Eastern Overthrust Area),Williamsport,PA,17701,1705 Liberty Drive,LYCOMING COUNTY,41.27429,-77.042,211130,W-GB,"75,882.39","54,881.70","20,970.00",30.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013221,,Noble Midstream Services - Permian Basin 430,430 - Permian Basin,Houston,TX,77070,1001 Noble Energy Way,,30.11396916,-104.41454851,486210,W-GB,"186,343.15","163,681.10","22,579.50",82.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008139,110022872159,North Shore CENTRAL WESTERN OVERTHRUST,507 - Central Western Overthrust,DALLAS,TX,75240,"13727 NOEL ROAD, SUITE 1200",DALLAS COUNTY,32.93476,-96.81801,211130,W-GB,"15,770.54","15,350.40",411.50,8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012598,110070082391,OGRIS Operating LLC,455 - Las Vegas-Raton Basin,Trinidad,CO,81082,21603 State Highway 12,LAS ANIMAS COUNTY,37.121764,-104.7685,211130,W-GB,"66,818.87","37,861.30","28,930.75",26.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012659,110070082425,"ONEOK Field Services Company, L.L.C. 350 South Oklahoma Folded Belt GB",350 - South Oklahoma Folded Belt,Tulsa,OK,74103,100 West Fifth Street,TULSA COUNTY,36.15106,-95.99127,211130,W-GB,"115,562.27","73,383.40","42,137.75",41.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012658,110070082424,"ONEOK Field Services Company, L.L.C. 360 Anadarko Basin GB",360 - Anadarko Basin,Tulsa,OK,74103,100 West Fifth Street,TULSA COUNTY,36.15106,-95.99127,211130,W-GB,"740,450.93","445,310.80","294,891.00",249.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012619,110070082424,"ONEOK Field Services Company, L.L.C. 375 Sedgwick Basin GB",375 - Sedgwick Basin,Tulsa,OK,74103,100 West Fifth Street,TULSA COUNTY,36.15106,-95.99127,211130,W-GB,"64,877.26","23,805.60","41,058.25",13.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012667,110070082432,"ONEOK Rockies Midstream, L.L.C. 395 Williston Basin GB",395 - Williston Basin,Tulsa,OK,74103,100 West Fifth Street,TULSA COUNTY,36.15106,-95.99127,211130,W-GB,"268,961.98","125,252.20","143,639.75",70.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012618,110070082405,"ONEOK Rockies Midstream, L.L.C. 515 Powder River Basin GB",515 - Powder River Basin,Tulsa,OK,74103,100 West Fifth Street,TULSA COUNTY,36.15106,-95.99127,211130,W-GB,"35,373.72","22,422.20","12,939.00",12.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012551,110070082359,"OXY USA Inc., Permian Basin G&B - 430",430 - Permian Basin,Midland,TX,79706,6001 Deauville Blvd,MIDLAND COUNTY,31.99267,-102.16366,211120,W-GB,"1,073,213.61","641,871.10","430,904.75",437.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013045,110070209470,Oasis Midstream Partners (OMP),395 - Williston Basin,Houston,TX,77001,"1001 Fannin Street, Suite 1500",HARRIS COUNTY,29.75608,-95.36433,486210,W-GB,"254,556.18","245,296.30","9,122.50",137.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012835,110070069863,Ovintiv USA Inc. - Permian Gathering,430 - Permian Basin,Denver,CO,80202,"370 17th Street, Suite 1700",DENVER COUNTY,39.74369,-104.98777,211120,W-GB,"105,416.32","92,392.10","12,982.50",41.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012760,110070082487,Ovintiv USA Inc. 575 Uinta Gathering and Boosting,575 - Uinta Basin,The Woodlands,TX,77380,"4 Waterway Square Place, Ste. 100",MONTGOMERY COUNTY,30.16053,-95.45639,211120,W-GB,"63,500.49","47,016.00","16,461.25",23.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012707,110070082454,"PGE, LLC - Basin 160A - Appalachian Eastern Overthrust - GB",160A - Appalachian Basin (Eastern Overthrust Area),Warren,PA,16365,120 Market Street,WARREN COUNTY,41.84485,-79.1453,211130,W-GB,"72,562.05","65,320.10","7,205.00",36.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013529,110070675458,PRM Powder River CBM Field,515 - Powder River Basin,Arvada,WY,82831,3487 Upper Powder River Road,SHERIDAN COUNTY,44.563845,-106.100441,211130,W-GB,"633,071.20","363,498.10","269,372.25",200.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013061,110070209466,Paradigm Gathering and Boosting Basin 220,"220 - Gulf Coast Basin (LA, TX)",Irving,TX,75062,545 E. John Carpenter Freeway Suite 800,DALLAS COUNTY,32.859301,-96.933976,213112,W-GB,"46,508.30","40,864.40","5,621.25",22.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012213,110070082200,Permian Basin Gathering & Boosting-AAPG Province 430,430 - Permian Basin,The Woodlands,TX,77380,9950 Woodloch Forest Drive,MONTGOMERY COUNTY,30.16115,-95.45389,211130,W-GB,"1,144,483.25","1,088,840.80","55,143.00",499.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012684,110070209417,Permian Basin Gathering and Boosting,430 - Permian Basin,Houston,TX,77002,"811 Main St., Suite 3400",,32.74631,-97.3416,486210,W-GB,"59,229.70","53,260.40","5,939.50",29.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013307,,Permian Basin Gathering and Boosting,430 - Permian Basin,Houston,TX,77042,"2000 W. Sam Houston Parkway South, Suite 2000",,29.7459918725697,-95.5596191490748,211120,W-GB,"238,350.27","184,186.50","54,062.75",101.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013334,110070525496,Permian Gathering & Boosting,430 - Permian Basin,Denver,CO,80265,"1050 17th Street, Suite 800",DENVER COUNTY,39.74846,-104.99402,211120,W-GB,"135,005.81","129,696.30","5,236.50",73.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012982,110070082290,"Pine Run Midstream, LLC - Basin 160A - Appalachian Eastern Overthrust – GB",160A - Appalachian Basin (Eastern Overthrust Area),Pittsburgh,PA,15275,1000 Commerce Drive Park Place One Suite 400,ALLEGHENY COUNTY,40.4591,-80.19626,211130,W-GB,"86,744.19","81,613.10","5,085.50",45.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012321,110070082232,"Pioneer Natural Resources USA, Inc. Permian",430 - Permian Basin,Midland,TX,79702,303 W. Wall St. Ste 101,MIDLAND COUNTY,31.99748,-102.07744,211120,W-GB,"1,199,855.14","758,112.70","441,368.75",373.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013722,110070716042,Ponderosa Gathering LLC,345 - Arkoma Basin,Houston,TX,77002,"601 Travis Street, Suite 1900",HARRIS COUNTY,29.76003,-95.36387,486210,W-GB,"124,550.93","118,631.70","5,871.25",47.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012329,110070082237,Powder River Basin - G&B - AAPG Province 515,515 - Powder River Basin,Denver,CO,80202,1099 18th St. #1800,DENVER COUNTY,39.74933,-104.99275,211130,W-GB,"275,918.03","252,156.40","23,698.75",62.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013772,110033240008,Primexx Operating Corp 430 Permian Basin GB,430 - Permian Basin,Dallas,TX,75206,"4849 Greenville Avenue, Suite 1600",DALLAS COUNTY,32.84652,-96.77015,486210,W-GB,"18,183.00","16,015.40","2,153.00",14.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012582,110045408698,REM 305 Michigan Basin - GATHERING & BOOSTING,305 - Michigan Basin,Traverse City,MI,49684,"10691 East Carter Rd, Suite 201",LEELANAU COUNTY,44.78065,-85.63963,211130,W-GB,"298,808.82","190,020.50","108,657.50",130.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013979,110070931011,REP Processing - Severance Compressor Station,540 - Denver Basin,Ault,CO,80610,,WELD COUNTY,40.59174,-104.80525,486210,W-GB,"28,310.65","28,023.50",272.25,14.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012797,110054925890,"Range Resources - Appalachia, LLC - Basin 160A Gathering & Boosting (Canonsburg, PA)",160A - Appalachian Basin (Eastern Overthrust Area),Canonsburg,PA,15317,3000 Town Center Boulevard,WASHINGTON COUNTY,40.277101,-80.164218,211130,W-GB,"2,462.29","1,842.90",618.50,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012686,110070082444,Red Cedar Gathering San Juan Basin Gathering & Boosting,580 - San Juan Basin,Durango,CO,81301,"125 Mercado St., Suite 201",LA PLATA COUNTY,37.23782,-107.82274,486210,W-GB,"504,124.45","378,875.10","125,048.50",200.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013823,,Renick Compressor Station,160A - Appalachian Basin (Eastern Overthrust Area),West Sunbury,PA,16061,201 Byers Road,,34.0822853498003,-98.1852587706358,211130,W-GB,"35,093.88","33,114.00","1,962.00",17.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012192,110070082188,"Repsol Oil & Gas USA, LLC Gathering and Boosting Operations",160A - Appalachian Basin (Eastern Overthrust Area),Warrendale,PA,15086,50 Pennwood Place,BUTLER COUNTY,40.680557,-80.111674,211130,W-GB,"346,668.51","329,168.50","17,315.25",184.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012725,110040618052,Riviera Resources 535 Green River Basin Gathering and Boosting,535 - Green River Basin,Houston,TX,77002,"600 Travis St., Suite 1700",,29.76012,-95.3638,211130,W-GB,"20,506.19","14,424.30","6,073.25",8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013717,110070716084,Rock Creek Pipeline System,360 - Anadarko Basin,Borger,TX,79007,9101 Hwy 136,HUTCHINSON COUNTY,35.652379,-101.452082,486210,W-GB,"64,033.44","51,703.00","12,306.00",24.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013053,110056382098,Rockcliff Energy Gathering and Boosting 260 East Texas Basin,260 - East Texas Basin,Houston,TX,77010,"1301 McKinney St, Suite 1300",HARRIS COUNTY,29.75512,-95.36188,211130,W-GB,"98,824.46","76,372.10","22,402.00",50.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012721,110070082456,Rosetta Resources 220 Gulf Coast Basin Gathering and Boosting,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,"1111 Bagby St., Suite 1600",HARRIS COUNTY,29.75894,-95.37096,486210,W-GB,"265,819.24","221,898.70","43,807.00",113.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012535,110070082351,Rowdy Pipeline 515 Powder River Basin GB,515 - Powder River Basin,Gillette,WY,82716,404 Frontage Road,,44.4524167,-105.582806,486210,W-GB,"76,831.83","56,619.90","20,179.75",32.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013613,,SCOOP Basin 350,350 - South Oklahoma Folded Belt,Oklahoma City,OK,73116,301 NW 63rd St.,,35.5377179648613,-97.5184161509254,486210,W-GB,"3,626.74","2,321.50","1,303.75",1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012953,110070225655,SEP Anadarko Basin 360 Gathering,360 - Anadarko Basin,Dallas,TX,75244,"4901 LBJ Freeway, Suite 300",DALLAS COUNTY,32.92672,-96.82306,211130,W-GB,"529,846.40","424,329.40","105,271.75",245.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013809,110070225655,SEP Williston Basin 395 Gathering,395 - Williston Basin,Dallas,TX,75244,"4901 LBJ Freeway, Suite 300",DALLAS COUNTY,32.92672,-96.82306,211130,W-GB,"96,927.42","61,088.00","35,798.00",41.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013085,110070082471,"SN EF Maverick, LLC 220 Gulf Coast Basin GB","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,"1000 Main Street, Suite 3000",HARRIS COUNTY,29.75661,-95.36528,486210,W-GB,"858,341.08","314,691.90","543,474.25",174.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012735,110070082471,"SN Operating, LLC 220 Gulf Coast Basin (LA,TX) GB","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,"1000 Main Street, Suite 3000",HARRIS COUNTY,29.75661,-95.36528,486210,W-GB,"44,230.50","42,783.30","1,424.25",22.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012378,110070082256,SPR San Joaquin Basin,745 - San Joaquin Basin,Bakersfield,CA,93309,1200 Discovery Dr.,,35.3515611,-119.0576298,211120,W-GB,"706,527.61","691,580.30","14,583.75",363.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012737,110070082473,"SWG Pipeline, LLC G&B 415 - Strawn Basin",415 - Strawn Basin,Dallas,TX,75201,"2501 Cedar Springs Road, Suite 100",DALLAS COUNTY,32.79866,-96.80541,486210,W-GB,"195,356.99","168,381.40","26,781.00",194.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012769,110070082490,"SWG Pipeline, LLC G&B 420 - Fort Worth Syncline",420 - Fort Worth Syncline,Dallas,TX,75201,"2501 Cedar Springs Road, Suite 100",DALLAS COUNTY,32.79866,-96.80541,486210,W-GB,"128,950.82","111,528.30","17,366.50",56.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012143,110070082170,San Joaquin Basin Gathering & Boosting - Chevron USA Inc.,745 - San Joaquin Basin,San Ramon,CA,94583,6001 Bollinger Canyon Rd,,37.7624642,-121.9814354,211120,W-GB,"2,043,460.18","2,019,198.70","23,148.75","1,112.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012300,110070082226,San Juan Basin (580) Gathering and Boosting,580 - San Juan Basin,Houston,TX,77002,1111 Travis St,HARRIS COUNTY,29.756666,-95.366421,211120,W-GB,"107,839.47","74,034.30","33,763.75",41.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012310,110002701238,San Juan Basin Gathering and Boosting,580 - San Juan Basin,Farmington,NM,87401,200 Energy Court,CONTRA COSTA COUNTY,37.795963,-122.022317,211120,W-GB,"32,301.14","28,002.30","4,282.75",16.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013075,110070225644,SandRidge 545 North Park Basin GB,545 - North Park Basin,Oklahoma City,OK,73102,123 Robert S Kerr Ave,OKLAHOMA COUNTY,35.4698,-97.51477,211120,W-GB,"75,667.92","64,905.80","10,727.25",34.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013679,110070715995,"Sendero Carlsbad Midstream, LLC",430 - Permian Basin,Houston,TX,77002,"1000 Louisiana Street, Suite 6900",HARRIS COUNTY,29.75815,-95.36783,211130,W-GB,"77,518.68","61,949.70","15,513.25",55.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012744,110070082476,Seneca East G&B Facilities,160A - Appalachian Basin (Eastern Overthrust Area),Brookville,PA,15825,51 Zents Boulevard,JEFFERSON COUNTY,41.16543,-79.10101,211130,W-GB,"20,179.69","15,370.50","4,800.25",8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013011,110070209441,Sequitur Permian Gathering and Boosting,430 - Permian Basin,Houston,TX,77042,"2050 West Sam Houston Parkway S, Suite 1850",HARRIS COUNTY,29.745051,-95.558296,211120,W-GB,"120,005.57","25,984.50","94,009.75",11.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004651,110058379598,Signal Hill Petroleum West Unit,760 - Los Angeles Basin,Signal Hill,CA,90755,1215 E. 29th Street,LOS ANGELES COUNTY,33.809841,-118.176168,211120,W-GB,"43,273.25","41,613.20","1,638.00",22.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012586,110070082382,Spraberry Gathering and Boosting System,430 - Permian Basin,The Woodlands,TX,77381,9303 New Trails Drive,MONTGOMERY COUNTY,30.17529,-95.48301,211130,W-GB,"915,345.59","873,930.80","40,995.50",419.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012603,110070082395,Stanolind Production LLC - Basin 430 - Permian - GB,430 - Permian Basin,Midland,TX,79701,310 West Wall St.,MIDLAND COUNTY,31.99747,-102.07785,211120,W-GB,"24,076.57","10,264.00","13,807.50",5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012964,110070082407,StarTex Gulf Coast Basin #220,"220 - Gulf Coast Basin (LA, TX)",San Antonio,TX,78258,"18615 Tuscany Stone, STE 275",BEXAR COUNTY,29.61182,-98.49029,213112,W-GB,"27,928.09","22,429.80","5,488.75",9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012668,110070082433,Strawn Basin Gathering and Boosting,415 - Strawn Basin,Houston,TX,77002,"811 Main St., Suite 3400",,32.74631,-97.3416,486210,W-GB,"69,944.73","61,478.10","8,433.25",33.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013676,,"Strike Force East, LLC - Basin 160A",160A - Appalachian Basin (Eastern Overthrust Area),Canonsburg,PA,15317,2200 Energy Drive,,40.273762,-80.170461,211130,W-GB,"54,720.15","45,391.00","9,298.75",30.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013785,110070082306,"Strike Force South, LLC - Basin 160A",160A - Appalachian Basin (Eastern Overthrust Area),Canonsburg,PA,15317,2200 Energy Drive,ALLEGHENY COUNTY,40.336917,-80.136169,211130,W-GB,"24,319.87","18,824.10","5,483.25",12.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012615,110070082403,Summit Midstream 160A Appalachian Basin (Eastern Overthrust Area) GB,160A - Appalachian Basin (Eastern Overthrust Area),Denver,CO,80202,"999 18th Street, Suite 2500 South",DENVER COUNTY,39.74874,-104.99196,211130,W-GB,"66,545.19","63,544.70","2,969.50",30.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012622,110070082408,Summit Midstream 415 Strawn Basin GB,415 - Strawn Basin,Denver,CO,80202,"999 18th Street, Suite 2500 South",DENVER COUNTY,39.74874,-104.99196,211130,W-GB,"69,377.67","27,466.80","41,907.00",3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013743,110070082403,Summit Midstream 430 Permian Basin GB,430 - Permian Basin,Denver,CO,80202,"999 18th Street, Suite 2500 South",DENVER COUNTY,39.74874,-104.99196,211130,W-GB,"37,341.80","35,435.50","1,876.50",29.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012631,110070082413,Summit Midstream 595 Piceance Basin GB,595 - Piceance Basin,Denver,CO,80202,"999 18th Street, Suite 2500 South",DENVER COUNTY,39.74874,-104.99196,211130,W-GB,"169,151.14","156,595.90","12,463.75",91.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012538,110070082353,"Superior Appalachian Pipeline, LLC. Basin 160A – Appalachian Eastern Overthrust – GB",160A - Appalachian Basin (Eastern Overthrust Area),Cannonsburg,PA,15317,SAP 1000 Town Center Way - Ste 120,WASHINGTON COUNTY,40.27724,-80.16623,486210,W-GB,"43,838.20","33,766.90","10,049.25",22.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012709,,"Superior Pipeline Company, LLC - Basin 355 - Chautauqua Platform - GB",355 - Chautauqua Platform,Tulsa,OK,74170,PO Box 702500,,36.1711499588626,-95.9432417713586,486210,W-GB,"54,589.98","44,331.70","10,233.25",25.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012720,110070082462,"Superior Pipeline Texas, LLC - Basin 360 - Anadarko Basin - GB",360 - Anadarko Basin,Tulsa,OK,74170,PO Box 702500,,37.241724937,-99.7809850469999,486210,W-GB,"81,418.31","64,978.20","16,403.75",36.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013065,110070225634,"Susquehanna Gathering Company, LLC",160A - Appalachian Basin (Eastern Overthrust Area),New Milford,PA,18834,1429 Oliver Road,SUSQUEHANNA COUNTY,41.8211,-75.684814,486210,W-GB,"288,935.09","255,269.00","33,522.75",143.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012773,110070082491,"TEP Rocky Mountain, LLC Gathering and Boosting",595 - Piceance Basin,Parachute,CO,81635,1058 County Road 215,GARFIELD COUNTY,39.46114,-108.06665,213111,W-GB,"4,562.05","2,332.80","2,229.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012806,110070082468,TOM-Stack Anadarko #360-G&B,360 - Anadarko Basin,Bridgeport,TX,76426,1209 County Road 1304,WISE COUNTY,33.22345,-97.7372,213112,W-GB,"356,313.71","322,699.80","33,318.00",295.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012814,110070082511,TOMPC Chautauqua #355-G&B,355 - Chautauqua Platform,Bridgeport,TX,76426,1209 County Road 1304,WISE COUNTY,33.22345,-97.7372,213112,W-GB,"9,715.40","7,936.70","1,771.25",7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013373,110070525474,Tall Oak 355 Chautauqua GB,355 - Chautauqua Platform,Edmond,OK,73013,2575 Kelley Pointe Parkway Suite 340,OKLAHOMA COUNTY,35.62919,-97.49805,211130,W-GB,"190,884.50","152,570.80","38,231.75",81.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013378,110070525474,Tall Oak 360 Anadarko GB,360 - Anadarko Basin,Edmond,OK,73013,2575 Kelley Pointe Parkway Suite 340,OKLAHOMA COUNTY,35.62919,-97.49805,211130,W-GB,"38,306.89","24,131.00","14,159.50",16.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012205,110070082195,Tallgrass Powder River Basin Gathering System,515 - Powder River Basin,Lakewood,CO,80228,370 Van Gordon St,JEFFERSON COUNTY,39.722098,-105.135202,211130,W-GB,"134,682.71","103,154.20","31,471.00",57.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013310,110070525461,Tapstone G&B Wheeler System,360 - Anadarko Basin,Oklahoma City,OK,73104,100 E. Main St.,OKLAHOMA COUNTY,35.46759,-97.51021,211130,W-GB,"78,053.14","71,083.90","6,930.50",38.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012507,110070082333,"Targa Resources Corp. 220 Gulf Coast Basin (LA, TX) GB","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,"811 Louisiana, Suite 2100",HARRIS COUNTY,29.75993,-95.366413,211130,W-GB,"103,393.28","25,525.32","77,855.13",12.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012472,110070082310,Targa Resources Corp. 345 Arkoma Basin GB,345 - Arkoma Basin,Houston,TX,77002,"811 Louisiana, Suite 2100",HARRIS COUNTY,29.75993,-95.366413,211130,W-GB,"80,394.88","73,303.70","7,062.86",28.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012466,110070082305,Targa Resources Corp. 350 South Oklahoma Folded Belt GB,350 - South Oklahoma Folded Belt,Houston,TX,77002,"811 Louisiana, Suite 2100",HARRIS COUNTY,29.75993,-95.366413,211130,W-GB,"191,496.90","70,675.23","120,790.30",31.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012522,110070082342,Targa Resources Corp. 360 Anadarko Basin GB,360 - Anadarko Basin,Houston,TX,77002,811 Louisiana Suite 2100,HARRIS COUNTY,29.75993,-95.366413,211130,W-GB,"380,811.02","254,567.69","126,122.64",120.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012523,110070082343,Targa Resources Corp. 375 Sedgwick Basin GB,375 - Sedgwick Basin,Houston,TX,77002,"811 Louisiana, Suite 2100",HARRIS COUNTY,29.75993,-95.366413,211130,W-GB,"53,589.43","34,456.40","19,116.89",16.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012526,110070082345,Targa Resources Corp. 395 Williston Basin GB,395 - Williston Basin,Houston,TX,77002,"811 Louisiana, Suite 2100",HARRIS COUNTY,29.75993,-95.366413,211130,W-GB,"128,132.52","110,465.25","17,622.63",44.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012495,110070082325,Targa Resources Corp. 420 Fort Worth Syncline GB,420 - Fort Worth Syncline,Houston,TX,77002,"811 Louisiana, Suite 2100",HARRIS COUNTY,29.75993,-95.366413,211130,W-GB,"228,112.51","175,333.66","52,688.90",89.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
