Summary data collected by the Greenhouse Gas Reporting Program for 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 08/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab),,,,,,,,,,,,,,Total Direct Emissions from Transmission Pipelines by Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,State where Emissions Occur,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Primary NAICS Code,Industry Type (subparts),Total reported direct emissions from Transmission Pipelines,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Indiana,Houston,TX,77002,"700 Louisiana St., Suite 700",HARRIS COUNTY,29.7606,-95.36588,486210,W-TRANS,"77,275.53",89.04,"77,186.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Tennessee,Houston,TX,77002,"700 Louisiana St., Suite 700",HARRIS COUNTY,29.7606,-95.36588,486210,W-TRANS,"4,666.09",5.38,"4,660.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Ohio,Houston,TX,77002,"700 Louisiana St., Suite 700",HARRIS COUNTY,29.7606,-95.36588,486210,W-TRANS,869.40,1.00,868.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Oklahoma,Houston,TX,77002,"700 Louisiana St., Suite 700",HARRIS COUNTY,29.7606,-95.36588,486210,W-TRANS,9.24,0.01,9.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Wisconsin,Houston,TX,77002,"700 Louisiana St., Suite 700",HARRIS COUNTY,29.7606,-95.36588,486210,W-TRANS,"9,180.18",10.58,"9,169.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Michigan,Houston,TX,77002,"700 Louisiana St., Suite 700",HARRIS COUNTY,29.7606,-95.36588,486210,W-TRANS,"52,064.70",59.99,"52,004.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Louisiana,Houston,TX,77002,"700 Louisiana St., Suite 700",HARRIS COUNTY,29.7606,-95.36588,486210,W-TRANS,"15,933.57",18.36,"15,915.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Kansas,Houston,TX,77002,"700 Louisiana St., Suite 700",HARRIS COUNTY,29.7606,-95.36588,486210,W-TRANS,"67,531.14",77.81,"67,453.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Mississippi,Houston,TX,77002,"700 Louisiana St., Suite 700",HARRIS COUNTY,29.7606,-95.36588,486210,W-TRANS,"3,234.14",3.73,"3,230.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Illinois,Houston,TX,77002,"700 Louisiana St., Suite 700",HARRIS COUNTY,29.7606,-95.36588,486210,W-TRANS,"5,419.13",6.24,"5,412.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Iowa,Houston,TX,77002,"700 Louisiana St., Suite 700",HARRIS COUNTY,29.7606,-95.36588,486210,W-TRANS,"31,642.96",36.46,"31,606.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012473,110070082311,TransCanada / Columbia Gas Transmission,New York,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7606,-95.36588,486210,W-TRANS,2.54,0.00,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012473,110070082311,TransCanada / Columbia Gas Transmission,North Carolina,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7606,-95.36588,486210,W-TRANS,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012473,110070082311,TransCanada / Columbia Gas Transmission,Virginia,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7606,-95.36588,486210,W-TRANS,"1,167.64",1.35,"1,166.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012473,110070082311,TransCanada / Columbia Gas Transmission,Kentucky,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7606,-95.36588,486210,W-TRANS,40.55,0.05,40.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012473,110070082311,TransCanada / Columbia Gas Transmission,Pennsylvania,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7606,-95.36588,486210,W-TRANS,"19,858.13",22.88,"19,835.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012473,110070082311,TransCanada / Columbia Gas Transmission,Delaware,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7606,-95.36588,486210,W-TRANS,0.01,0.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012473,110070082311,TransCanada / Columbia Gas Transmission,Maryland,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7606,-95.36588,486210,W-TRANS,10.42,0.01,10.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012473,110070082311,TransCanada / Columbia Gas Transmission,New Jersey,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7606,-95.36588,486210,W-TRANS,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012473,110070082311,TransCanada / Columbia Gas Transmission,Ohio,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7606,-95.36588,486210,W-TRANS,"132,774.80",152.98,"132,621.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012473,110070082311,TransCanada / Columbia Gas Transmission,West Virginia,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7606,-95.36588,486210,W-TRANS,"7,363.60",8.48,"7,355.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012501,110070082330,TransCanada / Columbia Gulf Transmission,Kentucky,Houston,TX,77002,"700 Louisiana St., Suite 700",HARRIS COUNTY,29.7606,-95.36588,486210,W-TRANS,"9,059.44",10.44,"9,049.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012501,110070082330,TransCanada / Columbia Gulf Transmission,Tennessee,Houston,TX,77002,"700 Louisiana St., Suite 700",HARRIS COUNTY,29.7606,-95.36588,486210,W-TRANS,"22,673.32",26.12,"22,647.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012501,110070082330,TransCanada / Columbia Gulf Transmission,Louisiana,Houston,TX,77002,"700 Louisiana St., Suite 700",HARRIS COUNTY,29.7606,-95.36588,486210,W-TRANS,7.88,0.01,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012501,110070082330,TransCanada / Columbia Gulf Transmission,Mississippi,Houston,TX,77002,"700 Louisiana St., Suite 700",HARRIS COUNTY,29.7606,-95.36588,486210,W-TRANS,2.00,0.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013397,,Transcanada/Great Lakes Transmission Co,Michigan,Houston,TX,77002,"700 Louisana St., Suite 700",,29.760776,-95.366306,486210,W-TRANS,"13,318.91",15.35,"13,303.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013397,,Transcanada/Great Lakes Transmission Co,Minnesota,Houston,TX,77002,"700 Louisana St., Suite 700",,29.760776,-95.366306,486210,W-TRANS,"35,507.36",40.91,"35,466.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013397,,Transcanada/Great Lakes Transmission Co,Wisconsin,Houston,TX,77002,"700 Louisana St., Suite 700",,29.760776,-95.366306,486210,W-TRANS,68.89,0.08,68.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110070082451,Transcontinental Gas Pipe Line Company - Pipeline,Texas,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,511.60,0.59,511.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110070082451,Transcontinental Gas Pipe Line Company - Pipeline,Alabama,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,"3,954.07",4.56,"3,949.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110070082451,Transcontinental Gas Pipe Line Company - Pipeline,New Jersey,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,131.22,0.15,131.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110070082451,Transcontinental Gas Pipe Line Company - Pipeline,Delaware,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,378.03,0.44,377.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110070082451,Transcontinental Gas Pipe Line Company - Pipeline,Louisiana,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,"5,281.85",6.09,"5,275.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110070082451,Transcontinental Gas Pipe Line Company - Pipeline,North Carolina,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,9.42,0.01,9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110070082451,Transcontinental Gas Pipe Line Company - Pipeline,South Carolina,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,"11,866.00",13.67,"11,852.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110070082451,Transcontinental Gas Pipe Line Company - Pipeline,Maryland,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,"2,596.31",2.99,"2,593.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110070082451,Transcontinental Gas Pipe Line Company - Pipeline,Georgia,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,"12,104.35",13.95,"12,090.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110070082451,Transcontinental Gas Pipe Line Company - Pipeline,Pennsylvania,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,105.75,0.12,105.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110070082451,Transcontinental Gas Pipe Line Company - Pipeline,Virginia,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,"2,559.62",2.95,"2,556.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012691,110070082274,Transmission Pipeline - Energy Transfer Fuel LP,Texas,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,"60,397.38",69.59,"60,327.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012409,110070082274,Transmission Pipeline - Florida Gas Transmission,Alabama,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,506.42,0.58,505.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012409,110070082274,Transmission Pipeline - Florida Gas Transmission,Mississippi,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,"11,746.46",13.53,"11,732.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012409,110070082274,Transmission Pipeline - Florida Gas Transmission,Texas,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,"3,826.56",4.41,"3,822.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012409,110070082274,Transmission Pipeline - Florida Gas Transmission,Louisiana,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,"8,828.80",10.17,"8,818.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012409,110070082274,Transmission Pipeline - Florida Gas Transmission,Florida,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,"164,589.62",189.64,"164,399.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012702,110070082274,Transmission Pipeline - Houston Pipe Line Company LP,Texas,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,"32,968.94",37.99,"32,930.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012427,110070082281,Transmission Pipeline - Panhandle Eastern Pipeline Co,Oklahoma,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,"29,213.28",33.66,"29,179.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012427,110070082281,Transmission Pipeline - Panhandle Eastern Pipeline Co,Illinois,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,"48,881.20",56.32,"48,824.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012427,110070082281,Transmission Pipeline - Panhandle Eastern Pipeline Co,Indiana,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,"39,991.98",46.08,"39,945.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012427,110070082281,Transmission Pipeline - Panhandle Eastern Pipeline Co,Michigan,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,"29,863.63",34.41,"29,829.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012427,110070082281,Transmission Pipeline - Panhandle Eastern Pipeline Co,Kansas,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,"68,502.64",78.93,"68,423.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012427,110070082281,Transmission Pipeline - Panhandle Eastern Pipeline Co,Missouri,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,"70,363.44",81.07,"70,282.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013408,110070082274,Transmission Pipeline - Rover Pipeline LLC,Michigan,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,212.32,0.24,212.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013408,110070082274,Transmission Pipeline - Rover Pipeline LLC,Ohio,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,467.70,0.54,467.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013409,110070082274,Transmission Pipeline - Trans-Pecos Pipeline LLC,Texas,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,"4,346.13",5.01,"4,341.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012418,110070082277,Transmission Pipeline - Transwestern Pipeline Company LLC,California,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,5.25,0.01,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012418,110070082277,Transmission Pipeline - Transwestern Pipeline Company LLC,Arizona,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,410.19,0.47,409.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012418,110070082277,Transmission Pipeline - Transwestern Pipeline Company LLC,New Mexico,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,"9,600.74",11.06,"9,589.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012418,110070082277,Transmission Pipeline - Transwestern Pipeline Company LLC,Colorado,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,11.41,0.01,11.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012413,110070082276,Transmission Pipeline - Trunkline Gas Co,Indiana,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,"20,101.11",23.16,"20,077.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012413,110070082276,Transmission Pipeline - Trunkline Gas Co,Texas,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,"1,750.78",2.02,"1,748.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012413,110070082276,Transmission Pipeline - Trunkline Gas Co,Kentucky,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,"1,527.42",1.76,"1,525.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012413,110070082276,Transmission Pipeline - Trunkline Gas Co,Illinois,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,"1,176.78",1.36,"1,175.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012291,110070209525,"Transmission Pipeline Facility, Colorado Interstate Gas Company, L.L.C.",Texas,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,"2,833.35",3.26,"2,830.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012291,110070209525,"Transmission Pipeline Facility, Colorado Interstate Gas Company, L.L.C.",Oklahoma,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,194.48,0.22,194.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012291,110070209525,"Transmission Pipeline Facility, Colorado Interstate Gas Company, L.L.C.",Kansas,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,56.43,0.07,56.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012291,110070209525,"Transmission Pipeline Facility, Colorado Interstate Gas Company, L.L.C.",Wyoming,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,"9,399.81",10.83,"9,388.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012291,110070209525,"Transmission Pipeline Facility, Colorado Interstate Gas Company, L.L.C.",Colorado,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,"31,779.16",36.62,"31,742.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012290,110070082224,"Transmission Pipeline Facility, El Paso Natural Gas Company, L.L.C.",Texas,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,"47,104.01",54.27,"47,049.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012290,110070082224,"Transmission Pipeline Facility, El Paso Natural Gas Company, L.L.C.",California,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,2.33,0.00,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012290,110070082224,"Transmission Pipeline Facility, El Paso Natural Gas Company, L.L.C.",Arizona,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,"139,723.42",160.99,"139,562.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012290,110070082224,"Transmission Pipeline Facility, El Paso Natural Gas Company, L.L.C.",New Mexico,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,"34,433.03",39.67,"34,393.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012290,110070082224,"Transmission Pipeline Facility, El Paso Natural Gas Company, L.L.C.",Colorado,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,4.29,0.00,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012290,110070082224,"Transmission Pipeline Facility, El Paso Natural Gas Company, L.L.C.",Oklahoma,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,17.07,0.02,17.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012282,110070069556,"Transmission Pipeline Facility, Elba Express Company, L.L.C.",Georgia,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,13.62,0.02,13.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012281,110070209522,"Transmission Pipeline Facility, Kinder Morgan Tejas Pipeline LLC",Texas,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,"163,414.52",188.28,"163,226.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012294,110070209522,"Transmission Pipeline Facility, Kinder Morgan Texas Pipeline LLC",Texas,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,"77,687.36",89.51,"77,597.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012260,110070069550,"Transmission Pipeline Facility, Natural Gas Pipeline Company of America LLC",Kansas,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,"92,625.19",106.72,"92,518.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012260,110070069550,"Transmission Pipeline Facility, Natural Gas Pipeline Company of America LLC",Iowa,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,"188,636.38",217.34,"188,419.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012260,110070069550,"Transmission Pipeline Facility, Natural Gas Pipeline Company of America LLC",Louisiana,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,"1,627.00",1.87,"1,625.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012260,110070069550,"Transmission Pipeline Facility, Natural Gas Pipeline Company of America LLC",Texas,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,"106,757.77",123.00,"106,634.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012260,110070069550,"Transmission Pipeline Facility, Natural Gas Pipeline Company of America LLC",Illinois,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,"145,287.42",167.40,"145,120.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012260,110070069550,"Transmission Pipeline Facility, Natural Gas Pipeline Company of America LLC",Nebraska,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,"55,247.36",63.65,"55,183.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012260,110070069550,"Transmission Pipeline Facility, Natural Gas Pipeline Company of America LLC",Oklahoma,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,"11,875.44",13.68,"11,861.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012260,110070069550,"Transmission Pipeline Facility, Natural Gas Pipeline Company of America LLC",Missouri,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,"13,194.70",15.20,"13,179.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012260,110070069550,"Transmission Pipeline Facility, Natural Gas Pipeline Company of America LLC",New Mexico,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,"17,529.61",20.20,"17,509.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012260,110070069550,"Transmission Pipeline Facility, Natural Gas Pipeline Company of America LLC",Arkansas,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,"9,826.59",11.32,"9,815.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012293,110070209522,"Transmission Pipeline Facility, Ruby Pipeline, L.L.C.",Nevada,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,29.98,0.03,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012293,110070209522,"Transmission Pipeline Facility, Ruby Pipeline, L.L.C.",Oregon,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,486210,W-TRANS,625.13,0.72,624.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
