Summary data collected by the Greenhouse Gas Reporting Program for 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 08/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab),,,,,,,,,,,,,,Total Emissions from Onshore Oil & Gas Production by Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Primary NAICS Code,Industry Type (subparts),Total reported emissions from Onshore Oil & Gas Production ,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,Does the facility employ continuous emissions monitoring? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013601,,Blackbeard Operating - 345 - Arkoma Basin,345 - Arkoma Basin,Tulsa,OK,74103,"Two West 2nd Street, STE 1700",,36.153517,-95.992116,211120,W-ONSH,"64,127.17","3,656.00","60,467.00",4.17,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012437,110070082287,Blackbeard Operating - 360 - Anadarko Basin,360 - Anadarko Basin,Tulsa,OK,74103,"Two West Second Street, STE 1700",,36.1592882,-95.9964783,211120,W-ONSH,"297,923.34","54,295.90","243,589.00",38.44,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009860,110042336665,Blackbeard Operating - 400 - Ouachita Folded Belt,400 - Ouachita Folded Belt,Tulsa,OK,74103,"Two West Second Street, Suite 1700",TULSA COUNTY,36.13328,-95.96726,211130,W-ONSH,"78,350.27","18,609.40","59,729.25",11.62,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012728,110070082467,Blackbeard Operating - 415 - Strawn,415 - Strawn Basin,Tulsa,OK,74103,"Two West 2nd Street, Suite 1700",,36.1592882,-95.9964783,211130,W-ONSH,"256,837.58","111,758.40","145,009.75",69.43,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012449,110070082292,"Blackbeard Operating, LLC - 430 Permian Basin",430 - Permian Basin,Midland,TX,79701,201 W Wall St.,,31.9916009,-102.0832543,211120,W-ONSH,"165,554.52","104,335.50","61,155.25",63.77,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012893,,BlueCrest Alaska - 820 Cook Inlet Basin,,Anchor Point,AK,99556,28615 Pathfinder Rd,,59.8726711,-151.5504812,211120,W-ONSH,"17,588.50","17,374.60",199.00,14.90,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009837,,"Bluefin Resources LLC 220 Gulf Coast Basin (LA, TX)","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77046,"8 Greenway Plaza, Suite 930",,29.7334229,-95.4325786,211130,W-ONSH,"30,166.03","18,771.10","11,384.50",10.43,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009811,,Breitburn Operating LP 260 East Texas,260 - East Texas Basin,Houston,TX,77010,"1111 Bagby Street, Suite 1600",,29.7537256,-95.3592814,211120,W-ONSH,"32,615.72","6,451.10","26,160.75",3.87,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009813,110054085958,Breitburn Operating LP 430 Permian,430 - Permian Basin,Houston,TX,77010,"1111 Bagby Street, Suite 1600",HARRIS COUNTY,29.7546,-95.36102,211120,W-ONSH,"2,485.85",254.80,"2,230.75",0.30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003056,110028033884,"Bridge Energy, LLC - Brea Stearns Facility",760 - Los Angeles Basin,Brea,CA,92821,2000 Tonner Canyon Road,ORANGE COUNTY,33.93819,-117.87653,211120,"NN-FRAC,W-ONSH","31,463.09","31,262.50",184.50,16.09,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012940,,Bruin E&P Operating LLC - Williston Basin Operations,395 - Williston Basin,Houston,TX,77007,"602 Sawyer Street, Suite 702",,29.7765065,-95.4201377,211120,W-ONSH,"451,113.84","403,474.30","47,414.25",225.29,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010784,110022791843,"Burnett Oil Co., Inc. 430 Permian Basin",430 - Permian Basin,Fort Worth,TX,76102,801 Cherry St. - Unit #9,TARRANT COUNTY,32.75087,-97.33487,211120,W-ONSH,"13,360.50","8,051.90","5,301.75",6.85,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008086,110002004964,"CH4-Finley Operating, LLC - Uinta Basin (575) Operations",575 - Uinta Basin,Fort Worth,TX,76109,"5128 Apache Plume Road, Suite 300",DENVER COUNTY,39.74497,-104.98943,211120,W-ONSH,"297,540.35","112,485.00","184,966.25",89.10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013931,,"CML Exploration, LLC","220 - Gulf Coast Basin (LA, TX)",Austin,TX,78746,901 S MoPac Expy #430,,30.2655582628644,-97.7808764283161,211120,W-ONSH,"58,300.16","39,342.00","18,937.00",21.16,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011081,,"CMO, Inc.",745 - San Joaquin Basin,McKittrick,CA,93251,19100 7th Standard Rd.,,35.3515611,-119.0576298,211120,W-ONSH,"7,793.17","7,762.50",26.50,4.17,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008784,,CNX Gas Company LLC -160 Appalachian Basin,160 - Appalachian Basin,Canonsburg,PA,15317,1000 Consol Energy Drive,,40.2767073,-80.1651854,211130,W-ONSH,214.00,,214.00,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008783,110043748424,CNX Gas Company LLC -160A Appalachian Basin Eastern Overthrust Area,160A - Appalachian Basin (Eastern Overthrust Area),Canonsburg,PA,15317,1000 Consol Energy Drive,WASHINGTON COUNTY,40.27724,-80.16623,211130,W-ONSH,"230,367.52","72,590.20","157,691.50",85.82,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009707,110033241597,COG Operating LLC  430 Permian Basin,430 - Permian Basin,Midland,TX,79701,"550 West Texas Avenue, Suite 100",MIDLAND COUNTY,31.99845,-102.079948,211120,W-ONSH,"1,250,032.47","1,075,121.10","173,633.25","1,278.12",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011191,110058239106,CRI 350 SOK Folded Belt,350 - South Oklahoma Folded Belt,Oklahoma City,OK,73102,20 N Broadway,OKLAHOMA COUNTY,35.46735,-97.5145,211120,W-ONSH,"137,070.81","95,659.50","41,286.75",124.56,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008472,110018941234,CRI 360 Anadarko,360 - Anadarko Basin,Oklahoma City,OK,73102,20 N Broadway,,35.4673582,-97.5140966,211120,W-ONSH,"450,823.62","286,466.50","164,047.50",309.62,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008471,110018941234,CRI 395 Williston,395 - Williston Basin,Oklahoma City,OK,73102,20 N Broadway,,35.4673582,-97.5140966,211120,W-ONSH,"1,711,594.22","1,541,525.90","169,110.25",958.07,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008503,110041251481,Cabot Oil & Gas Corporation 160A Appalachian Basin (Eastern Overthrust area),160A - Appalachian Basin (Eastern Overthrust Area),Houston,TX,77024,"Three Memorial City Plaza 840 Gessner Road, Suite 1400",HARRIS COUNTY,29.77791,-95.5444,211130,W-ONSH,"219,638.16","101,957.20","117,467.00",213.96,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008296,110010671647,Caerus Piceance LLC,595 - Piceance Basin,Parachute,CO,81635,"120 North Railroad Avenue, Suite D",DENVER COUNTY,39.74454,-104.98486,211130,W-ONSH,"256,595.40","11,662.70","244,917.50",15.20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008405,110055513207,California Resources Production Corporation – Sacramento Valley Basin 730,730 - Sacramento Basin,Bakersfield,CA,93311,900 Old River Road,,34.05893,-118.44336,211130,W-ONSH,"4,697.05",386.30,"4,310.75",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008402,110055513207,California Resources Production Corporation – San Joaquin Valley Basin 745,745 - San Joaquin Basin,Bakersfield,CA,93311,900 Old River Road,,34.05893,-118.44336,211120,W-ONSH,"17,519.10","7,994.90","9,509.00",15.20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009728,110037899021,Callon (Eagle Ford) - Basin 220,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77042,"2000 W. Sam Houston Pkwy S., Suite 2000",HARRIS COUNTY,29.75788,-95.37013,211120,W-ONSH,"180,367.24","86,867.70","93,364.25",135.29,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010738,110055521859,"Cat Canyon Resources, LLC 750 Santa Maria Basin",750 - Santa Maria Basin,Santa Maria,CA,93454,6085 Cat Canyon Road,SANTA BARBARA COUNTY,34.761294,-120.293853,211120,W-ONSH,"37,804.52","37,024.10",760.75,19.67,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011690,110064007373,"Centennial Resource Production, LLC",430 - Permian Basin,Denver,CO,80202,"1001 Seventeenth Street, Suite 1800",DENVER COUNTY,39.751341,-104.996991,211120,W-ONSH,"432,445.01","334,397.50","97,862.75",184.76,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008523,110035839876,"Chesapeake Appalachia LLC, 160A - Appalachian Basin (Eastern Overthrust Area)",160A - Appalachian Basin (Eastern Overthrust Area),Oklahoma City,OK,73118,6100 N. Western Avenue,OKLAHOMA COUNTY,35.53376,-97.52976,211130,W-ONSH,"283,073.70","157,872.00","124,941.25",260.45,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008526,110035839876,"Chesapeake Operating LLC, 220 - Gulf Coast Basin","220 - Gulf Coast Basin (LA, TX)",Oklahoma City,OK,73118,6100 N. Western Avenue,OKLAHOMA COUNTY,35.53376,-97.52976,211120,"C,W-ONSH","1,275,834.23","614,978.10","660,338.50",517.63,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008527,110035839876,"Chesapeake Operating LLC, 230 - Arkla Basin",230 - Arkla Basin,Oklahoma City,OK,73118,6100 N. Western Avenue,OKLAHOMA COUNTY,35.53376,-97.52976,211130,W-ONSH,"83,896.64","34,762.50","49,051.00",83.14,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008528,110035839876,"Chesapeake Operating LLC, 260 - East Texas Basin",260 - East Texas Basin,Oklahoma City,OK,73118,6100 N. Western Avenue,OKLAHOMA COUNTY,35.53376,-97.52976,211120,W-ONSH,"22,938.94","3,419.40","19,517.75",1.79,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008530,110035839876,"Chesapeake Operating LLC, 360 - Anadarko Basin",360 - Anadarko Basin,Oklahoma City,OK,73118,6100 N. Western Avenue,OKLAHOMA COUNTY,35.53376,-97.52976,211120,W-ONSH,"263,627.66","10,835.20","252,786.50",5.96,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008538,110035839876,"Chesapeake Operating LLC, 515 - Powder River Basin",515 - Powder River Basin,Oklahoma City,OK,73118,6100 N. Western Avenue,OKLAHOMA COUNTY,35.53376,-97.52976,211120,W-ONSH,"167,030.09","113,934.80","53,019.00",76.29,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009240,110002701238,Chevron MCA 430 Permian Basin,430 - Permian Basin,San Ramon,CA,94583,6001 Bollinger Canyon Road,CONTRA COSTA COUNTY,37.795963,-122.022317,211130,W-ONSH,"242,499.54","198,873.20","43,222.25",404.09,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009485,110010655246,Chief Oil & Gas LLC (160A),160A - Appalachian Basin (Eastern Overthrust Area),Dallas,TX,75225,"5956 Sherry Lane, Suite 1500",DALLAS COUNTY,32.8623,-96.80983,211130,W-ONSH,"190,482.52","112,236.90","78,144.00",101.62,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013241,,Chisholm Energy 430 Permian Basin,430 - Permian Basin,Fort Worth,TX,76102,"801 Cherry Street, Suite 1200, Unit 20",,32.52904,-103.591,211130,W-ONSH,"117,401.73","96,759.70","20,572.00",70.03,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008545,110045659140,Cimarex Energy Co. 350 South Oklahoma,350 - South Oklahoma Folded Belt,Tulsa,OK,74103,"202 S. Cheyenne Ave., Suite 1000",TULSA COUNTY,36.151561,-95.989756,211120,W-ONSH,"10,618.17","2,244.00","8,362.25",11.92,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008702,110045659140,Cimarex Energy Co. 360 Anadarko,360 - Anadarko Basin,Tulsa,OK,74103,"202 S. Cheyenne Ave., Suite 1000",TULSA COUNTY,36.151561,-95.989756,211120,W-ONSH,"286,714.13","173,703.00","112,911.00",100.13,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008544,110045659140,Cimarex Energy Co. 430 Permian,430 - Permian Basin,Tulsa,OK,74103,"202 S. Cheyenne Ave., Suite 1000",TULSA COUNTY,36.151561,-95.989756,211120,W-ONSH,"398,700.76","306,819.20","91,584.75",296.81,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008698,110045659140,Cimarex Energy Co. of Colorado 360 Anadarko,360 - Anadarko Basin,Tulsa,OK,74103,"202 S. Cheyenne Ave., Suite 1000",TULSA COUNTY,36.151561,-95.989756,211120,W-ONSH,"9,896.35","1,036.00","8,859.75",0.60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008700,110045659140,Cimarex Energy Co. of Colorado 430 Permian,430 - Permian Basin,Tulsa,OK,74103,"202 S. Cheyenne Ave., Suite 1000",TULSA COUNTY,36.151561,-95.989756,211120,W-ONSH,"102,981.89","55,249.90","47,701.00",30.99,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008639,,Citation Oil & Gas Corp. 430 Permian Basin,430 - Permian Basin,Houston,TX,77069,14077 Cutten Road,,32.32152,-101.247,211120,W-ONSH,"23,943.12","15,424.30","8,507.50",11.32,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013614,,"Citizen Energy III, LLC",360 - Anadarko Basin,Tulsa,OK,74103,320 S Boston Ave Suite 900,,36.153455,-95.98995,211120,W-ONSH,"103,168.81","92,930.30","10,098.75",139.76,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013682,,Clear Creek Resource Partners,540 - Denver Basin,Denver,CO,80202,"717 17th Street, Suite 1525",,39.747099,-104.991186,211120,W-ONSH,"9,833.93","8,201.10","1,629.25",3.58,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013414,,"Columbus Energy 220 Gulf Coast Basin (LA,TX)","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77024,"10000 Memorial Dr., Suite 500",,27.81641,-98.9384,211130,W-ONSH,"27,912.58","11,875.40","16,026.75",10.43,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011194,110058239062,"Compass Production Partners, LP - Arkla Basin #230",230 - Arkla Basin,Tulsa,OK,74136,"5555 East 71st Street, Suite 8200",,35.4711808,-97.516602,211130,W-ONSH,"49,725.21","2,528.80","47,190.75",5.66,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008959,110043806174,"Compass Production Partners, LP - Permian Basin #430",430 - Permian Basin,Tulsa,OK,74136,"5555 East 71st Street, Suite 8200",,35.4711808,-97.516602,211120,W-ONSH,"25,655.35",300.60,"25,354.75",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009890,110013706212,"Comstock Resources, Inc. - Basin 230",230 - Arkla Basin,Frisco,TX,75034,5300 Town & Country Blvd - Suite 500,DENTON COUNTY,33.137653,-96.856543,211120,W-ONSH,"215,177.06","125,938.80","88,957.25",281.01,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009907,110013706212,"Comstock Resources, Inc. - Basin 260",260 - East Texas Basin,Frisco,TX,75034,5300 Town & Country Blvd - Suite 500,DENTON COUNTY,33.137653,-96.856543,211120,W-ONSH,"130,177.55","43,142.00","86,976.25",59.30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008111,110063104670,ConocoPhillips Alaska Inc - KRU-ALP Fields,,Anchorage,AK,99510,ATO 1220 PO Box 100360,NORTH SLOPE BOROUGH,70.289666,-149.884468,211120,W-ONSH,"774,972.76","749,220.00","25,248.25",504.51,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007475,110015761996,ConocoPhillips Anadarko (360),360 - Anadarko Basin,Houston,TX,77079,925 N. Eldridge Parkway,MIDLAND COUNTY,32.02786,-102.09198,211130,W-ONSH,"98,853.89","2,372.90","96,479.50",1.49,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007485,110000825420,"ConocoPhillips Gulf Coast Basin 220, Production","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77079,925 N. Eldridge Parkway,,29.78754,-95.61767,211120,W-ONSH,"1,298,812.78","459,744.00","838,530.00",538.78,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007479,110015761996,ConocoPhillips Permian (430),430 - Permian Basin,Houston,TX,77079,925 N. Eldridge Parkway,MIDLAND COUNTY,32.02786,-102.09198,211120,"UU,W-ONSH","168,654.57","140,790.20","27,711.50",152.87,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007481,110015761996,ConocoPhillips' Uinta (575),575 - Uinta Basin,Houston,TX,77079,925 N. Eldridge Parkway,,32.02808,-102.09109,211130,W-ONSH,"26,257.10",228.60,"26,028.50",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007482,110015761996,ConocoPhillips' Williston (395),395 - Williston Basin,Houston,TX,77079,925 N. Eldridge Parkway,,32.02808,-102.09109,211120,W-ONSH,"617,449.55","512,315.40","104,836.75",297.40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007483,110015761996,ConocoPhillips' Wind River (530),530 - Wind River Basin,Houston,TX,77079,925 N. Eldridge Parkway,,32.02808,-102.09109,211130,W-ONSH,"34,712.85","1,166.00","33,546.25",0.60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013580,,Contango Basin 360,360 - Anadarko Basin,Oklahoma City,OK,73113,PO Box 13360,,35.472416,-97.516982,211120,W-ONSH,"48,385.20","20,157.60","28,227.00",0.60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009878,110022530135,Contura Pennsylvania Land LLC,160A - Appalachian Basin (Eastern Overthrust Area),Waynesburg,PA,15370,115 Brick School Road,GREENE COUNTY,39.836187,-80.128397,211130,W-ONSH,"40,766.14","5,137.60","35,626.75",1.79,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011231,110006532608,Cook Inlet Energy Onshore Production,,Anchorage,AK,99503,188 W Northern Lights Blvd Suite 510,KENAI PENINSULA BOROUGH,60.784586,-151.753262,211120,W-ONSH,94.75,,94.75,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010117,110055519363,Core Energy Otsego County EOR Operations,305 - Michigan Basin,Gaylord,MI,49735,597 Kubacki Road,OTSEGO COUNTY,45.033842,-84.511469,211120,"RR (RPT),W-ONSH","29,252.35","25,830.80","3,407.25",14.30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013896,,Crescent Pass 260 East Texas Basin,260 - East Texas Basin,Houston,TX,77070,19500 State Highway 249,,29.9793627231805,-95.5641714755656,211130,W-ONSH,"117,852.09","3,719.50","114,130.50",2.09,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010521,110002004964,Crescent Point Energy Corporation Williston Basin (395) Operations,395 - Williston Basin,Denver,CO,80202,"555 17th Street, Suite 1800",DENVER COUNTY,39.74497,-104.98943,211120,W-ONSH,"127,934.85","115,508.80","12,351.25",74.80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008206,110059765384,Crestone Peak - Denver Basin,540 - Denver Basin,Firestone,CO,80504,10188 East I-25 Frontage Road,DENVER COUNTY,39.74369,-104.98777,211120,W-ONSH,"232,470.04","76,277.00","156,124.50",68.54,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011387,110062540914,Crestone Peak - Denver Basin (COP),540 - Denver Basin,Firestone,CO,80504,10188 E. I-25 Frontage Road,,39.63789,-104.57387,211120,W-ONSH,"64,026.24","30,625.10","33,377.00",24.14,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011100,110058238884,"Cross Timbers Energy, LLC - San Juan Basin 580",580 - San Juan Basin,Fort Worth,TX,76102,400 West 7th Street,TARRANT COUNTY,32.75139,-97.33245,211130,W-ONSH,"48,732.15",784.30,"47,947.25",0.60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013369,,"Cub Creek Energy, LLC - Denver Basin",540 - Denver Basin,Highlands Ranch,CO,80129,"200 Plaza Drive, Suite 100",,40.82082896,-104.16183167,211120,W-ONSH,"41,832.98","39,082.50","2,732.00",18.48,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013303,110070384458,DE3 Operating LLC - Permian Basin (430) Operations,430 - Permian Basin,Forth Worth,TX,76107,3724 Hulen Street,TARRANT COUNTY,32.72411,-97.38696,211120,W-ONSH,"342,710.67","286,251.60","56,007.00",452.07,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013035,,DGOC 160 Production,160 - Appalachian Basin,Deerfield,OH,44411,1823 State Rt. 14,,41.578964834,-79.9059239519999,213112,W-ONSH,"386,934.33","6,620.00","380,310.75",3.58,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012936,,DGOC 160A Production,160A - Appalachian Basin (Eastern Overthrust Area),Jackson Center,PA,16133,101 McQuiston Dr.,,41.2761122,-80.1205256,213112,W-ONSH,"482,110.36","64,210.90","417,864.00",35.46,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008052,110055512084,DJR Operating - San Juan Basin Oil and Gas Production,580 - San Juan Basin,Denver,CO,80202,1600 Broadway Suite 1960,DALLAS COUNTY,32.91415,-96.74484,211120,W-ONSH,"122,181.11","111,105.30","11,018.00",57.81,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010164,110055519611,Daylight Petroleum LLC (Pintail Acquisition),"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77010,1221 McKinney St. Suite 2875,,30.475434,-93.494409,211120,W-ONSH,"44,728.42","7,382.50","37,341.75",4.17,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008202,110028136700,Denver Basin - AAPG Province 540,540 - Denver Basin,Denver,CO,80202,1099 18th St. #1800,DENVER COUNTY,39.74933,-104.99275,211120,W-ONSH,"307,093.23","89,805.70","217,135.25",152.28,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009434,110015744550,Diamondback E&P LLC,430 - Permian Basin,Midland,TX,79701,500 West Texas Suite 1200,MIDLAND COUNTY,31.99844,-102.08054,211120,W-ONSH,"1,192,555.85","1,064,559.60","126,975.00","1,021.25",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010294,110002972506,Discovery Natural Resources LLC - 430 Permian Basin,430 - Permian Basin,Denver,CO,80202,"410 17th Street, Suite 900",DENVER COUNTY,39.74431,-104.98858,211120,W-ONSH,"114,619.14","47,736.20","66,807.25",75.69,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008170,110032607089,Dominion Energy Wexpro - Central Western Overthrust (Prod),507 - Central Western Overthrust,Salt Lake City,UT,84101,1140 West 200 South,SALT LAKE COUNTY,40.76497,-111.92439,211130,W-ONSH,"85,250.79","1,885.60","83,364.00",1.19,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008590,110032607089,Dominion Energy Wexpro - Green River Basin (Prod),535 - Green River Basin,Salt Lake City,UT,84101,1140 West 200 South,SALT LAKE COUNTY,40.76497,-111.92439,211130,W-ONSH,"307,622.88","14,641.60","292,970.25",11.03,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008540,110022697615,Dugan Production Corp- San Juan Basin,580 - San Juan Basin,Farmington,NM,87401,709 E Murray Drive,SAN JUAN COUNTY,36.71949,-108.19697,211130,W-ONSH,"40,820.25","14,763.60","26,012.25",44.40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008598,110030913509,"Duncan Oil Properties, Inc. 360 Anadarko Basin",360 - Anadarko Basin,Oklahoma City,OK,73102,"100 Park Ave., Suite 1200",OKLAHOMA COUNTY,35.46873,-97.5148,211120,W-ONSH,"63,705.95","35,933.20","27,757.25",15.50,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010932,110056382392,E&B Natural Resources,745 - San Joaquin Basin,Bakersfield,CA,93308,1600 Norris Road,KERN COUNTY,35.4202,-119.05266,211120,W-ONSH,"566,680.39","556,362.30","10,004.00",314.09,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008976,110034207481,"EOG Resources, Inc. 350 South Oklahoma folded belt",350 - South Oklahoma Folded Belt,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"58,954.83","51,673.80","7,256.00",25.03,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013078,,"EOG Resources, Inc. 355 Chautauqua Platform",355 - Chautauqua Platform,Houston,TX,77002,1111 Bagby Street,,34.95539,-97.5642,211120,W-ONSH,"34,557.21","33,687.00",819.25,50.96,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
