Summary data collected by the Greenhouse Gas Reporting Program for 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 08/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab),,,,,,,,,,,,,,Total Emissions from Onshore Oil & Gas Production by Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Primary NAICS Code,Industry Type (subparts),Total reported emissions from Onshore Oil & Gas Production ,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,Does the facility employ continuous emissions monitoring? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008352,110034207481,"EOG Resources, Inc. 360 Anadarko basin",360 - Anadarko Basin,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"69,564.75","65,228.40","4,292.25",44.10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008980,110034207481,"EOG Resources, Inc. 395 Williston basin",395 - Williston Basin,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"60,408.87","57,613.40","2,761.50",33.97,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008977,110034207481,"EOG Resources, Inc. 420 Fort Worth syncline",420 - Fort Worth Syncline,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"157,752.51","135,204.70","22,482.25",65.56,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008351,110034207481,"EOG Resources, Inc. 430 Permian basin",430 - Permian Basin,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"577,305.33","555,022.90","21,631.00",651.43,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008395,110034207481,"EOG Resources, Inc. 507 Central Western Overthrust",507 - Central Western Overthrust,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"3,512.25",140.00,"3,372.25",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008396,110034207481,"EOG Resources, Inc. 515 Powder River basin",515 - Powder River Basin,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"123,719.67","118,473.00","5,107.50",139.17,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008353,110034207481,"EOG Resources, Inc. 535 Green River basin",535 - Green River Basin,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"4,876.55","1,081.20","3,794.75",0.60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008979,110034207481,"EOG Resources, Inc. 540 Denver basin",540 - Denver Basin,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"45,698.14","44,493.10","1,158.25",46.79,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008354,110034207481,"EOG Resources, Inc. 575 Uinta basin",575 - Uinta Basin,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"51,200.14","2,458.70","48,740.25",1.19,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008219,110034207481,"EOG Resources, Inc.220 Gulf Coast basin","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,"1111 Bagby St, Sky Lobby 2",HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"306,119.36","289,022.50","16,725.25",371.61,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008092,110054613539,EP Energy E&P 220 Gulf Coast Basin,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,"601 Travis Street, Suite 1400",HARRIS COUNTY,29.75816,-95.36782,211130,W-ONSH,"192,659.23","145,199.80","47,337.25",122.18,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007777,110054613539,EP Energy E&P 430 Permian Basin,430 - Permian Basin,Houston,TX,77002,"601 Travis Street, Suite 1400",HARRIS COUNTY,29.75816,-95.36782,211130,W-ONSH,"96,898.03","79,076.60","17,781.50",39.93,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009350,110054613539,EP Energy E&P 575 Uinta Basin,575 - Uinta Basin,Houston,TX,77002,"601 Travis Street, Suite 1400",HARRIS COUNTY,29.75816,-95.36782,211130,W-ONSH,"93,943.04","72,269.40","21,590.50",83.14,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009098,110054903422,EQT CHAP LLC - Basin 160A - Appalachian Eastern Overthrust,160A - Appalachian Basin (Eastern Overthrust Area),Pittsburgh,PA,15222,"625 Liberty Avenue, Suite 1700",ALLEGHENY COUNTY,40.50183,-80.20521,211130,W-ONSH,"81,867.03","7,719.30","74,137.00",10.73,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009308,110001996270,EQT Production - Basin 160 - Appalachian,160 - Appalachian Basin,Pittsburgh,PA,15222,"625 Liberty Avenue, Suite 1700",ALLEGHENY COUNTY,40.442188,-80.000854,211130,W-ONSH,0.00,0.00,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010233,110001996270,EQT Production - Basin 160A - Appalachian Eastern Overthrust,160A - Appalachian Basin (Eastern Overthrust Area),Pittsburgh,PA,15222,"625 Liberty Avenue, Suite 1700",ALLEGHENY COUNTY,40.442188,-80.000854,211130,W-ONSH,"599,748.10","205,087.70","394,400.25",260.15,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013925,,ETX Basin 260 Production,260 - East Texas Basin,Tulsa,OK,74136,6100 South Yale Avenue,,36.0726766168081,-95.9234752959971,211120,W-ONSH,"26,615.20","1,001.10","25,613.50",0.60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008673,,"EXCO Resources (PA), LLC - Basin 160A",160A - Appalachian Basin (Eastern Overthrust Area),Kittanning,PA,16201,"13448 State Route 422, STE 1",,40.7164495,-80.1205256,211130,W-ONSH,"33,412.05",615.50,"32,796.25",0.30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008957,110043806174,"EXCO Resources, Inc. - Arkla Basin #230",230 - Arkla Basin,Dallas,TX,75251,"12377 Merit Dr., Suite 1700",DALLAS COUNTY,32.91593,-96.77249,211130,W-ONSH,"201,540.36","2,952.50","198,582.50",5.36,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008958,110043806174,"EXCO Resources, Inc. - East Texas Basin #260",260 - East Texas Basin,Dallas,TX,75251,"12377 Merit Dr., Suite 1700",DALLAS COUNTY,32.91593,-96.77249,211130,W-ONSH,"120,505.30","1,580.20","118,924.50",0.60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010945,110056382686,"EXCO Resources, Inc. - Gulf Coast Basin #220","220 - Gulf Coast Basin (LA, TX)",Dallas,TX,75251,12377 Merit Drive,DALLAS COUNTY,32.91593,-96.77249,211120,W-ONSH,"113,211.13","53,418.00","59,745.75",47.38,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011804,110058260572,Eagle Petroleum- Lynch Canyon Field,740 - Coastal Basins,San Ardo,CA,93450,63223 Dead Mans Gulch Rd.,MONTEREY COUNTY,35.97882,-120.87856,211120,W-ONSH,"7,789.82","7,581.90",203.75,4.17,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011765,110064007097,"EagleRidge Operating, LLC. Fort Worth Syncline Basin",420 - Fort Worth Syncline,Dallas,TX,75219,"3500 Oak Lawn, Ste 500",DALLAS COUNTY,32.81216,-96.80534,211130,W-ONSH,"182,228.44","114,846.30","67,313.00",69.14,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011763,110064007328,"EagleRidge Operating, LLC. Strawn Basin",415 - Strawn Basin,Dallas,TX,75219,"3500 Oak Lawn, Ste 500",DALLAS COUNTY,32.81216,-96.80534,211130,W-ONSH,"151,636.34","91,539.80","60,035.75",60.79,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013483,,Earthstone Energy 430 Permian,430 - Permian Basin,Midland,TX,79701,"600 N. Marienfeld, Suite 1000",,32.003399,-102.078972,211120,W-ONSH,"76,163.33","69,662.00","6,446.50",54.83,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011773,110064541116,"Earthstone Operating, LLC - Basin 220","220 - Gulf Coast Basin (LA, TX)",The Woodlands,TX,77380,"1400 Woodloch Forest Drive, Suite 300",MONTGOMERY COUNTY,30.158,-95.45581,211120,W-ONSH,"16,878.47","9,822.60","7,052.00",3.87,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013413,,"Eclipse Resources I, LP",160 - Appalachian Basin,Spring,TX,26378,10000 Energy Drive,,39.94526,-81.4424,211130,W-ONSH,"30,622.72","8,101.50","22,516.75",4.47,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009956,110010751347,"Elk Operating Services, LLC 585 Paradox Basin",585 - Paradox Basin,Denver,CO,80203,"1700 Lincoln St., Suite 2550",DENVER COUNTY,39.742905,-104.98738,211120,"UU,W-ONSH","51,563.82","49,232.30","2,319.00",12.52,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013283,,Encino Energy (EAP Ohio LLC),160A - Appalachian Basin (Eastern Overthrust Area),Louisville,OH,44641,2321 Energy Drive,,40.825846,-81.285643,211130,W-ONSH,"333,234.49","189,558.40","143,362.00",314.09,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011659,110063745032,Endeavor Energy Resources LP 430 Permian Basin,430 - Permian Basin,Midland,TX,79701,"100 Marienfield St., Ste. 200",MIDLAND COUNTY,31.99742,-102.0793,211120,W-ONSH,"1,116,503.80","932,988.60","183,194.25",320.95,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013381,110012236801,Enerplus Resources (USA) Corporation - Denver Basin,540 - Denver Basin,Denver,CO,80202,"950 17th Street, Suite 2200",DENVER COUNTY,39.7479,-104.9933,211120,W-ONSH,"14,304.19","14,115.20",179.75,9.24,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009595,110012236801,Enerplus Resources (USA) Corporation - Williston Basin,395 - Williston Basin,Denver,CO,80202,"950 17th Street, Suite 2200",DENVER COUNTY,39.7479,-104.9933,211120,W-ONSH,"531,017.98","505,747.30","24,984.00",286.68,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009967,110043477573,"Enervest Operating, L.L.C. 160 Appalachian Basin",160 - Appalachian Basin,Houston,TX,77002,"1001 Fannin Street, Suite 800",HARRIS COUNTY,29.75608,-95.36433,211130,W-ONSH,"154,791.25",374.00,"154,417.25",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009932,110043477573,"Enervest Operating, L.L.C. 160A Appalachian Basin (Eastern Overthrust area)",160A - Appalachian Basin (Eastern Overthrust Area),Houston,TX,77002,"1001 Fannin Street, Suite 800",HARRIS COUNTY,29.75608,-95.36433,211130,W-ONSH,"222,871.20","1,476.90","221,394.00",0.30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009665,,"Enervest Operating, L.L.C. 400 Ouachita Folded Belt",400 - Ouachita Folded Belt,Houston,TX,77002,"1001 Fannin Street, Suite 800",,29.7560437837408,-95.3639254067463,211120,W-ONSH,"1,694.15",0.40,"1,693.75",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009666,110043477573,"Enervest Operating, L.L.C. 415 Strawn Basin",415 - Strawn Basin,Houston,TX,77002,"1001 Fannin Street, Suite 800",HARRIS COUNTY,29.75608,-95.36433,211130,W-ONSH,"339,841.99","159,213.20","180,515.25",113.54,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009689,110043477573,"Enervest Operating, L.L.C. 420 Fort Worth Syncline",420 - Fort Worth Syncline,Houston,TX,77002,"1001 Fannin Street, Suite 800",HARRIS COUNTY,29.75608,-95.36433,211130,W-ONSH,"14,697.88","5,412.80","9,281.50",3.58,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008534,110058297301,Eni US Operating Co. Inc. - Nikaitchuq & Oooguruk Development,,Anchorage,AK,99503,3700 Centerpoint Dr. #500,NORTH SLOPE BOROUGH,70.51,-149.867,211120,W-ONSH,"127,919.31","127,670.50",167.75,81.06,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013691,,Ensight IV Energy Management,230 - Arkla Basin,Shreveport,LA,71101,"333 Texas Street, Suite 1919",,32.513782,-93.747983,211120,W-ONSH,"56,453.35",186.10,"56,267.25",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008604,110055513751,Ensign Gulf Coast Basin-Production,"220 - Gulf Coast Basin (LA, TX)",Pawnee,TX,78145,5911 CR 136,BEE COUNTY,28.651637,-98.000845,211120,W-ONSH,"81,438.43","18,268.00","63,144.50",25.93,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008475,110005088984,EnverVest Operating L.L.C.- 430 HighMount Permian,430 - Permian Basin,Houston,TX,77060,"1100 Fannin Street, Suite 800",HARRIS COUNTY,29.94751,-95.40587,211130,W-ONSH,"221,920.30",796.80,"221,123.50",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010943,110056382677,Equinor Texas Onshore Properties - Eagle Ford,"220 - Gulf Coast Basin (LA, TX)",Austin,TX,78730,"6300 Bridge Point Parkway, Suite 100",HARRIS COUNTY,29.744878,-95.560969,211130,W-ONSH,"54,868.90","24,824.10","30,036.75",8.05,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011688,110064007480,Equinor USA Onshore Properties - APB Basin 160A,160A - Appalachian Basin (Eastern Overthrust Area),Austin,TX,78730,"6300 Bridge Point Parkway, Suite 100",MONROE COUNTY,39.6624549,-80.8696312,211130,W-ONSH,"35,253.55","34,389.40",767.00,97.15,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013595,,Escondido Gulf Coast #220 OP,"220 - Gulf Coast Basin (LA, TX)",Katy,TX,77449,2002 W. Grand Parkway N. Suite 205,,29.804421,-95.773253,211130,W-ONSH,"87,141.33","83,060.00","3,997.00",84.33,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008608,110055513788,"Evergreen Natural Resources, LLC. Las Vegas-Raton",455 - Las Vegas-Raton Basin,Trinidad,CO,81082,27000 Highway 12,LAS ANIMAS COUNTY,37.158302,-104.565527,211130,W-ONSH,"216,592.99","69,302.50","147,251.75",38.74,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011761,,"Extraction Oil & Gas, Inc.",540 - Denver Basin,Denver,CO,80202,370 17th St. Ste. 5300,,39.7541032,-105.0002242,211120,W-ONSH,"216,114.01","192,230.90","23,750.50",132.61,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013261,110070525486,FDL Operating 415 Strawn Basin,415 - Strawn Basin,Irving,TX,77039,909 Lake Carolyn Parkway,DALLAS COUNTY,32.868866,-96.93365,211130,W-ONSH,"151,112.73","57,668.00","93,412.25",32.48,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012666,110070082431,"FDL Operating, LLC 430 Permian Basin",430 - Permian Basin,Irving,TX,75039,909 Lake Carolyn Parkway,,32.8916766,-96.9477532,211120,W-ONSH,"6,694.63","3,908.70","2,783.25",2.68,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012825,110070225672,Fairway Resources,360 - Anadarko Basin,Southlake,TX,76092,"538 Silicon Drive, Suite 101",TARRANT COUNTY,32.934821,-97.110409,211120,W-ONSH,"82,928.12",102.20,"82,814.00",11.92,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009357,110028136700,Finley Resources Inc - Uintah Basin (575),575 - Uinta Basin,Fort Worth,TX,76102,1308 Lake Street,DENVER COUNTY,39.74933,-104.99275,211120,W-ONSH,"84,113.86","7,752.00","76,356.50",5.36,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008753,,Foundation Energy Management 345 Arkoma Basin,345 - Arkoma Basin,Addison,TX,75001,"5057 Keller Springs Rd, Suite 650",,32.9654778,-96.8297403,211130,W-ONSH,"82,443.12","5,470.10","76,968.25",4.77,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011091,,Foundation Energy Management 360 Anadarko Basin,360 - Anadarko Basin,Dallas,TX,75248,"16000 Dallas Parkway, Suite 875",,32.9737114,-96.7815237,211130,W-ONSH,"41,345.18","4,526.50","36,816.00",2.68,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008755,110055512253,Foundation Energy Management 540 DJ Basin,540 - Denver Basin,Addison,TX,75001,"5057 Keller Springs Rd, Suite 650",,32.9654778,-96.8297403,211130,W-ONSH,"48,793.14",777.40,"48,014.25",1.49,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008323,110055512253,Foundation Energy Management 595 Piceance Basin,595 - Piceance Basin,Addison,TX,75001,"5057 Keller Springs Rd, Suite 650",,32.9654778,-96.8297403,211130,W-ONSH,"27,742.14","1,499.00","26,242.25",0.89,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011508,110063696870,Foundation Energy Management- 450 Las Animas arch Basin,450 - Las Animas Arch,Addison,TX,75001,"5057 Keller Springs Rd, Suite 650",,32.9654778,-96.8297403,211130,W-ONSH,"7,763.70",182.90,"7,580.50",0.30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011913,110067410019,"GEP Haynesville, LLC - Arkla Basin",230 - Arkla Basin,The Woodlands,TX,77380,"1425 Lake Front Circle, Ste. 200",MONTGOMERY COUNTY,30.17,-95.4604,211120,W-ONSH,"97,187.00","13,405.90","83,758.75",22.35,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010222,110043787426,GULF COAST BASIN,"220 - Gulf Coast Basin (LA, TX)",HOUSTON,TX,77002,"1201 LOUISIANA, SUITE 1400",HARRIS COUNTY,29.7568,-95.36891,211130,W-ONSH,"1,228,151.18","562,373.00","665,462.00",316.18,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009848,110055518097,GeoSouthern Energy Corporation,"220 - Gulf Coast Basin (LA, TX)",Brenham,TX,77833,5416 HWY 290 West,WASHINGTON COUNTY,30.18117,-96.47723,211130,W-ONSH,"57,667.39","35,058.90","22,585.25",23.24,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011689,110064007499,"Goodrich Petroleum Company, Basin 210 (Mid-Gulf Coast Basin)",210 - Mid-Gulf Coast Basin,Houston,TX,77002,"801 Louisiana Street, Suite 700",HARRIS COUNTY,29.759684,-95.366316,211120,W-ONSH,"6,548.38","5,838.40",707.00,2.98,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010707,,"Grade 6 Oil, LLC",745 - San Joaquin Basin,Bakersfield,CA,93309,1100 Mohawk Ave Suite 260,,35.5217431,-118.9062794,211120,W-ONSH,"158,164.07","157,667.30",409.75,87.02,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009625,,"Grayson Mill Operating, LLC",395 - Williston Basin,Houston,TX,77079,"1160 Dairy Ashford, Suite 140",,30.35408,-97.80067,211120,W-ONSH,"557,101.38","530,035.00","26,780.00",286.38,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008794,,Great Western Oil & Gas Company - D-J Basin,540 - Denver Basin,Denver,CO,80290,"1700 Broadway, Suite 650",,39.744228,-104.9867131,211130,W-ONSH,"158,818.28","66,573.00","92,197.00",48.28,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008954,110055515410,Green River Basin - 535,535 - Green River Basin,Houston,TX,77210,PO Box 4358,HARRIS COUNTY,29.77,-95.37,211130,W-ONSH,"109,933.00",71.00,"109,862.00",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006564,110055372500,Greylock Energy,160A - Appalachian Basin (Eastern Overthrust Area),Charleston,WV,25311,500 Corporate Landing,KANAWHA COUNTY,38.361198,-81.597345,211120,W-ONSH,"72,809.89","40,735.80","32,042.50",31.59,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008199,110034204073,Grizzly Arkoma Basin,345 - Arkoma Basin,Houston,TX,77057,5847 San Felipe Suite 3000,HARRIS COUNTY,29.749708,-95.48197,211130,W-ONSH,"17,016.42","7,471.00","9,541.25",4.17,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011519,110063697021,Grizzly Basin 430 (Permian),430 - Permian Basin,Houston,TX,77057,"5847 San Felipe, Suite 3000",HARRIS COUNTY,29.74993,-95.48192,211130,W-ONSH,"22,165.15",775.60,"21,389.25",0.30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011535,110063697254,Grizzly Piceance Basin (595),595 - Piceance Basin,Houston,TX,77050,"5847 San Felipe, Suite 3000",HARRIS COUNTY,29.74993,-95.48192,211120,W-ONSH,"246,913.48","7,220.30","239,690.50",2.68,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008714,110055514206,Gulf Coast Facility,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77024,"840 Gessner Road, Suite 800",,29.7726138,-95.514493,211130,W-ONSH,"110,275.08","36,389.50","72,870.00","1,015.58",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011847,110067200399,GulfTex Gulf Coast Basin #220,"220 - Gulf Coast Basin (LA, TX)",San Antonio,TX,78257,"17806 IH-10 West, Suite 405",BEXAR COUNTY,29.609774,-98.603699,211120,W-ONSH,"11,843.81","9,025.80","2,804.00",14.01,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011706,110064007426,Gulfport Energy Appalachian Basin 160-A Eastern Overthrust Region,160A - Appalachian Basin (Eastern Overthrust Area),St. Clairsville,OH,43950,67185 Executive Drive,BELMONT COUNTY,40.069229,-80.980665,211130,W-ONSH,"200,105.38","40,728.60","159,344.00",32.78,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013306,,"HG Energy II Appalachia, LLC.",160A - Appalachian Basin (Eastern Overthrust Area),Parkersburg,WV,26101,5260 Dupont Road,,39.80241,-80.79,211130,W-ONSH,"111,107.26","84,411.30","26,556.50",139.46,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013706,,"HRM Resources III, LLC",535 - Green River Basin,Denver,CO,80202,"410 17th Street, Suite 1600",,39.744254,-104.988963,211130,W-ONSH,"76,980.50","43,641.30","33,324.00",15.20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010372,110059777068,"Halcon Operating Co., Inc. 430 Permian Basin",430 - Permian Basin,Houston,TX,77002,"1000 Louisiana Street, Suite 6600",HARRIS COUNTY,29.75815,-95.36783,211120,W-ONSH,"141,876.91","112,168.50","29,620.50",87.91,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011531,110063697218,"Hawkwood Energy Management, LLC 220 Gulf Coast Basin","220 - Gulf Coast Basin (LA, TX)",Greenwood Village,CO,80111,"8101 East Prentice Avenue, Suite 475",ARAPAHOE COUNTY,39.62094,-104.89435,211120,W-ONSH,"180,232.70","94,342.20","85,831.50",59.00,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013304,,Helis Oil & Gas LLC - Denver Basin (540) Operations,540 - Denver Basin,New Orleans,LA,70130,"228 St. Charles Avenue, Suite 912",,29.951859,-90.069771,211120,W-ONSH,"10,168.87","6,705.50","3,459.50",3.87,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008998,,Henry Resources LLC,430 - Permian Basin,Midland,TX,79703,3525 Andrews Hwy,,31.9810423,-102.1346874,211120,W-ONSH,"31,850.15","23,569.50","8,265.75",14.90,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008490,110011276859,Hess Corporation - 395 - Williston Basin,395 - Williston Basin,Houston,TX,77010,1501 McKinney Street,HARRIS COUNTY,29.75421,-95.36021,211120,W-ONSH,"1,750,517.31","1,617,444.36","132,245.37",827.58,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013993,,Hibernia Resources III LLC,430 - Permian Basin,Houston,TX,77056,5599 San Felipe Suite 1200,,29.7498534170028,-95.4731949563461,211120,W-ONSH,"100,638.01","78,397.00","22,064.00",177.01,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013847,,High River Resources -Knox City,430 - Permian Basin,Knox City,TX,79529,1301 East Main,,33.4187201594545,-99.8071295015869,211130,W-ONSH,"1,913.40",29.40,"1,884.00",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013861,,"High River Resources, LLC - San Juan Basin (580) Onshore Production",580 - San Juan Basin,Dallas,TX,75219,"3838 Oak Lawn Ave., Suite 710",,32.8151134065914,-96.801486240449,211130,W-ONSH,"89,275.70","2,570.20","86,705.50",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009354,110028136700,HighPoint Operating Corporation - Denver Basin (540),540 - Denver Basin,Denver,CO,80202,"555 17th Street, Suite 3700",DENVER COUNTY,39.74933,-104.99275,211120,W-ONSH,"286,194.98","247,965.50","38,055.75",173.73,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
